Date_and_Time,Temperature_2_8
10-02-2023 04:27,6.5
10-02-2023 04:42,6.5
10-02-2023 04:57,6.44
10-02-2023 05:12,6.44
10-02-2023 05:27,6.44
10-02-2023 05:42,6.44
10-02-2023 05:57,6.44
10-02-2023 06:12,6.38
10-02-2023 06:27,6.38
10-02-2023 06:42,6.38
10-02-2023 06:57,6.38
10-02-2023 07:12,6.31
10-02-2023 07:27,6.31
10-02-2023 07:42,6.31
10-02-2023 07:57,6.38
10-02-2023 08:12,6.38
10-02-2023 08:27,6.38
10-02-2023 08:42,6.44
10-02-2023 08:57,6.44
10-02-2023 09:12,6.5
10-02-2023 09:27,6.5
10-02-2023 09:42,6.56
10-02-2023 09:57,6.63
10-02-2023 10:12,6.69
10-02-2023 10:27,6.75
10-02-2023 10:42,6.75
10-02-2023 10:57,6.81
10-02-2023 11:12,6.88
10-02-2023 11:27,6.94
10-02-2023 11:42,7
10-02-2023 11:57,7
10-02-2023 12:12,7.13
10-02-2023 12:27,7.19
10-02-2023 12:42,7.19
10-02-2023 12:57,7.31
10-02-2023 13:12,7.31
10-02-2023 13:27,7.38
10-02-2023 13:42,7.38
10-02-2023 13:57,7.44
10-02-2023 14:12,7.5
10-02-2023 14:27,7.5
10-02-2023 14:42,7.5
10-02-2023 14:57,7.56
10-02-2023 15:12,7.63
10-02-2023 15:27,7.63
10-02-2023 15:42,7.63
10-02-2023 15:57,7.63
10-02-2023 16:12,7.69
10-02-2023 16:27,7.63
10-02-2023 16:42,7.69
10-02-2023 16:57,7.69
10-02-2023 17:12,7.69
10-02-2023 17:27,7.63
10-02-2023 17:42,7.63
10-02-2023 17:57,7.63
10-02-2023 18:12,7.75
10-02-2023 18:27,7.75
10-02-2023 18:42,7.69
10-02-2023 18:57,7.63
10-02-2023 19:12,7.56
10-02-2023 19:27,7.5
10-02-2023 19:42,7.44
10-02-2023 19:57,7.38
10-02-2023 20:12,7.31
10-02-2023 20:27,7.25
10-02-2023 20:42,7.19
10-02-2023 20:57,7.13
10-02-2023 21:12,7.13
10-02-2023 21:27,7.06
10-02-2023 21:42,7
10-02-2023 21:57,7
10-02-2023 22:12,6.94
10-02-2023 22:27,6.94
10-02-2023 22:42,6.88
10-02-2023 22:57,6.88
10-02-2023 23:12,6.81
10-02-2023 23:27,6.81
10-02-2023 23:42,6.75
10-02-2023 23:57,6.75
10-03-2023 00:12,6.75
10-03-2023 00:27,6.69
10-03-2023 00:42,6.69
10-03-2023 00:57,6.63
10-03-2023 01:12,6.63
10-03-2023 01:27,6.63
10-03-2023 01:42,6.56
10-03-2023 01:57,6.56
10-03-2023 02:12,6.56
10-03-2023 02:27,6.5
10-03-2023 02:42,6.5
10-03-2023 02:57,6.5
10-03-2023 03:12,6.44
10-03-2023 03:27,6.44
10-03-2023 03:42,6.38
10-03-2023 03:57,6.38
10-03-2023 04:12,6.38
10-03-2023 04:27,6.31
10-03-2023 04:42,6.31
10-03-2023 04:57,6.31
10-03-2023 05:12,6.25
10-03-2023 05:27,6.25
10-03-2023 05:42,6.25
10-03-2023 05:57,6.19
10-03-2023 06:12,6.19
10-03-2023 06:27,6.19
10-03-2023 06:42,6.13
10-03-2023 06:57,6.13
10-03-2023 07:12,6.13
10-03-2023 07:27,6.13
10-03-2023 07:42,6.13
10-03-2023 07:57,6.13
10-03-2023 08:12,6.13
10-03-2023 08:27,6.13
10-03-2023 08:42,6.19
10-03-2023 08:57,6.19
10-03-2023 09:12,6.25
10-03-2023 09:27,6.31
10-03-2023 09:42,6.38
10-03-2023 09:57,6.44
10-03-2023 10:12,6.5
10-03-2023 10:27,6.56
10-03-2023 10:42,6.75
10-03-2023 10:57,7.19
10-03-2023 11:12,7.31
10-03-2023 11:27,7.81
10-03-2023 11:42,8.56
10-03-2023 11:57,8.69
10-03-2023 12:12,8.31
10-03-2023 12:27,7.81
10-03-2023 12:42,7.31
10-03-2023 12:57,7
10-03-2023 13:12,6.81
10-03-2023 13:27,6.56
10-03-2023 13:42,6.38
10-03-2023 13:57,6.25
10-03-2023 14:12,6.13
10-03-2023 14:27,6.06
10-03-2023 14:42,6.06
10-03-2023 14:57,6.06
10-03-2023 15:12,6.06
10-03-2023 15:27,6
10-03-2023 15:42,7.31
10-03-2023 15:57,8.13
10-03-2023 16:12,9.13
10-03-2023 16:27,9.56
10-03-2023 16:42,9.06
10-03-2023 16:57,8.44
10-03-2023 17:12,8.38
10-03-2023 17:27,9.06
10-03-2023 17:42,10.06
10-03-2023 17:57,10.75
10-03-2023 18:12,10.63
10-03-2023 18:27,10.06
10-03-2023 18:42,9.13
10-03-2023 18:57,8.31
10-03-2023 19:12,7.56
10-03-2023 19:27,7
10-03-2023 19:42,6.56
10-03-2023 19:57,6.19
10-03-2023 20:12,5.94
10-03-2023 20:27,5.81
10-03-2023 20:42,5.75
10-03-2023 20:57,5.69
10-03-2023 21:12,5.69
10-03-2023 21:27,5.69
10-03-2023 21:42,5.63
10-03-2023 21:57,5.63
10-03-2023 22:12,5.69
10-03-2023 22:27,5.88
10-03-2023 22:42,5.94
10-03-2023 22:57,6
10-03-2023 23:12,6.06
10-03-2023 23:27,6.06
10-03-2023 23:42,6.06
10-03-2023 23:57,6
10-04-2023 00:12,6
10-04-2023 00:27,6
10-04-2023 00:42,5.94
10-04-2023 00:57,5.94
10-04-2023 01:12,5.88
10-04-2023 01:27,5.88
10-04-2023 01:42,5.81
10-04-2023 01:57,5.81
10-04-2023 02:12,5.88
10-04-2023 02:27,5.94
10-04-2023 02:42,6
10-04-2023 02:57,6.13
10-04-2023 03:12,6.19
10-04-2023 03:27,6.19
10-04-2023 03:42,6.25
10-04-2023 03:57,6.25
10-04-2023 04:12,6.25
10-04-2023 04:27,6.31
10-04-2023 04:42,6.31
10-04-2023 04:57,6.31
10-04-2023 05:12,6.31
10-04-2023 05:27,6.31
10-04-2023 05:42,6.31
10-04-2023 05:57,6.31
10-04-2023 06:12,6.31
10-04-2023 06:27,6.31
10-04-2023 06:42,6.31
10-04-2023 06:57,6.31
10-04-2023 07:12,6.31
10-04-2023 07:27,6.31
10-04-2023 07:42,6.38
10-04-2023 07:57,6.38
10-04-2023 08:12,6.38
10-04-2023 08:27,6.44
10-04-2023 08:42,6.44
10-04-2023 08:57,6.5
10-04-2023 09:12,6.56
10-04-2023 09:27,6.56
10-04-2023 09:42,6.63
10-04-2023 09:57,6.69
10-04-2023 10:12,6.81
10-04-2023 10:27,7.63
10-04-2023 10:42,8.06
10-04-2023 10:57,8.31
10-04-2023 11:12,8.13
10-04-2023 11:27,7.75
10-04-2023 11:42,7.44
10-04-2023 11:57,7.19
10-04-2023 12:12,6.94
10-04-2023 12:27,7.19
10-04-2023 12:42,7.19
10-04-2023 12:57,7.06
10-04-2023 13:12,6.94
10-04-2023 13:27,6.69
10-04-2023 13:42,6.5
10-04-2023 13:57,6.38
10-04-2023 14:12,6.31
10-04-2023 14:27,6.25
10-04-2023 14:42,6.19
10-04-2023 14:57,6.19
10-04-2023 15:12,6.25
10-04-2023 15:27,6.25
10-04-2023 15:42,6.25
10-04-2023 15:57,6.25
10-04-2023 16:12,7.31
10-04-2023 16:27,7.69
10-04-2023 16:42,7.5
10-04-2023 16:57,7.38
10-04-2023 17:12,7.31
10-04-2023 17:27,7.06
10-04-2023 17:42,6.75
10-04-2023 17:57,6.5
10-04-2023 18:12,6.25
10-04-2023 18:27,6.06
10-04-2023 18:42,5.88
10-04-2023 18:57,5.75
10-04-2023 19:12,5.69
10-04-2023 19:27,5.56
10-04-2023 19:42,5.44
10-04-2023 19:57,5.56
10-04-2023 20:12,5.69
10-04-2023 20:27,5.81
10-04-2023 20:42,5.88
10-04-2023 20:57,5.88
10-04-2023 21:12,5.88
10-04-2023 21:27,5.88
10-04-2023 21:42,5.88
10-04-2023 21:57,5.81
10-04-2023 22:12,5.81
10-04-2023 22:27,5.81
10-04-2023 22:42,5.75
10-04-2023 22:57,5.75
10-04-2023 23:12,5.69
10-04-2023 23:27,5.69
10-04-2023 23:42,5.63
10-04-2023 23:57,5.63
10-05-2023 00:12,5.75
10-05-2023 00:27,5.94
10-05-2023 00:42,6.06
10-05-2023 00:57,6.19
10-05-2023 01:12,6.19
10-05-2023 01:27,6.25
10-05-2023 01:42,6.31
10-05-2023 01:57,6.31
10-05-2023 02:12,6.38
10-05-2023 02:27,6.38
10-05-2023 02:42,6.44
10-05-2023 02:57,6.44
10-05-2023 03:12,6.44
10-05-2023 03:27,6.38
10-05-2023 03:42,6.44
10-05-2023 03:57,6.44
10-05-2023 04:12,6.44
10-05-2023 04:27,6.44
10-05-2023 04:42,6.44
10-05-2023 04:57,6.38
10-05-2023 05:12,6.38
10-05-2023 05:27,6.38
10-05-2023 05:42,6.38
10-05-2023 05:57,6.38
10-05-2023 06:12,6.38
10-05-2023 06:27,6.38
10-05-2023 06:42,6.38
10-05-2023 06:57,6.38
10-05-2023 07:12,6.38
10-05-2023 07:27,6.38
10-05-2023 07:42,6.38
10-05-2023 07:57,6.38
10-05-2023 08:12,6.38
10-05-2023 08:27,6.44
10-05-2023 08:42,6.44
10-05-2023 08:57,6.5
10-05-2023 09:12,6.5
10-05-2023 09:27,6.63
10-05-2023 09:42,6.63
10-05-2023 09:57,6.69
10-05-2023 10:12,6.81
10-05-2023 10:27,6.94
10-05-2023 10:42,7.13
10-05-2023 10:57,7.25
10-05-2023 11:12,7.38
10-05-2023 11:27,7.5
10-05-2023 11:42,7.63
10-05-2023 11:57,7.69
10-05-2023 12:12,7.81
10-05-2023 12:27,7.88
10-05-2023 12:42,7.94
10-05-2023 12:57,8
10-05-2023 13:12,8.44
10-05-2023 13:27,8.31
10-05-2023 13:42,7.81
10-05-2023 13:57,7.38
10-05-2023 14:12,7
10-05-2023 14:27,6.69
10-05-2023 14:42,6.56
10-05-2023 14:57,6.44
10-05-2023 15:12,6.38
10-05-2023 15:27,6.38
10-05-2023 15:42,6.38
10-05-2023 15:57,7.69
10-05-2023 16:12,8.81
10-05-2023 16:27,9.56
10-05-2023 16:42,9.31
10-05-2023 16:57,8.63
10-05-2023 17:12,7.88
10-05-2023 17:27,7.31
10-05-2023 17:42,7.19
10-05-2023 17:57,7.31
10-05-2023 18:12,7.06
10-05-2023 18:27,6.75
10-05-2023 18:42,6.31
10-05-2023 18:57,6
10-05-2023 19:12,5.81
10-05-2023 19:27,5.75
10-05-2023 19:42,5.69
10-05-2023 19:57,5.69
10-05-2023 20:12,5.69
10-05-2023 20:27,5.63
10-05-2023 20:42,5.63
10-05-2023 20:57,5.56
10-05-2023 21:12,5.63
10-05-2023 21:27,5.75
10-05-2023 21:42,5.94
10-05-2023 21:57,6
10-05-2023 22:12,6.13
10-05-2023 22:27,6.19
10-05-2023 22:42,6.19
10-05-2023 22:57,6.19
10-05-2023 23:12,6.19
10-05-2023 23:27,6.19
10-05-2023 23:42,6.19
10-05-2023 23:57,6.19
10-06-2023 00:12,6.13
10-06-2023 00:27,6.13
10-06-2023 00:42,6.13
10-06-2023 00:57,6.13
10-06-2023 01:12,6.06
10-06-2023 01:27,6.06
10-06-2023 01:42,6.06
10-06-2023 01:57,6.06
10-06-2023 02:12,6.06
10-06-2023 02:27,6
10-06-2023 02:42,6
10-06-2023 02:57,6
10-06-2023 03:12,6
10-06-2023 03:27,6
10-06-2023 03:42,5.94
10-06-2023 03:57,5.94
10-06-2023 04:12,5.94
10-06-2023 04:27,5.94
10-06-2023 04:42,5.88
10-06-2023 04:57,5.88
10-06-2023 05:12,5.88
10-06-2023 05:27,5.88
10-06-2023 05:42,6
10-06-2023 05:57,6.13
10-06-2023 06:12,6.25
10-06-2023 06:27,6.31
10-06-2023 06:42,6.38
10-06-2023 06:57,6.44
10-06-2023 07:12,6.5
10-06-2023 07:27,6.56
10-06-2023 07:42,6.56
10-06-2023 07:57,6.63
10-06-2023 08:12,6.69
10-06-2023 08:27,6.75
10-06-2023 08:42,6.75
10-06-2023 08:57,6.81
10-06-2023 09:12,6.94
10-06-2023 09:27,6.94
10-06-2023 09:42,7
10-06-2023 09:57,7.06
10-06-2023 10:12,7.13
10-06-2023 10:27,7.19
10-06-2023 10:42,7.31
10-06-2023 10:57,7.44
10-06-2023 11:12,7.63
10-06-2023 11:27,8.06
10-06-2023 11:42,8.19
10-06-2023 11:57,8.31
10-06-2023 12:12,8.38
10-06-2023 12:27,8
10-06-2023 12:42,7.69
10-06-2023 12:57,7.69
10-06-2023 13:12,7.56
10-06-2023 13:27,7.25
10-06-2023 13:42,6.88
10-06-2023 13:57,6.56
10-06-2023 14:12,6.31
10-06-2023 14:27,6.13
10-06-2023 14:42,5.94
10-06-2023 14:57,5.81
10-06-2023 15:12,5.75
10-06-2023 15:27,5.69
10-06-2023 15:42,6.69
10-06-2023 15:57,7.88
10-06-2023 16:12,8
10-06-2023 16:27,7.63
10-06-2023 16:42,7.19
10-06-2023 16:57,6.75
10-06-2023 17:12,6.31
10-06-2023 17:27,5.94
10-06-2023 17:42,6.56
10-06-2023 17:57,7.56
10-06-2023 18:12,8.06
10-06-2023 18:27,8.25
10-06-2023 18:42,8.19
10-06-2023 18:57,8.06
10-06-2023 19:12,7.75
10-06-2023 19:27,7.5
10-06-2023 19:42,7.19
10-06-2023 19:57,6.94
10-06-2023 20:12,6.81
10-06-2023 20:27,6.56
10-06-2023 20:42,6.44
10-06-2023 20:57,6.31
10-06-2023 21:12,6.19
10-06-2023 21:27,6.13
10-06-2023 21:42,6.06
10-06-2023 21:57,5.94
10-06-2023 22:12,5.94
10-06-2023 22:27,5.88
10-06-2023 22:42,5.81
10-06-2023 22:57,5.75
10-06-2023 23:12,5.69
10-06-2023 23:27,5.63
10-06-2023 23:42,5.56
10-06-2023 23:57,5.56
10-07-2023 00:12,5.56
10-07-2023 00:27,5.69
10-07-2023 00:42,5.88
10-07-2023 00:57,6.06
10-07-2023 01:12,6.19
10-07-2023 01:27,6.25
10-07-2023 01:42,6.31
10-07-2023 01:57,6.38
10-07-2023 02:12,6.44
10-07-2023 02:27,6.44
10-07-2023 02:42,6.44
10-07-2023 02:57,6.5
10-07-2023 03:12,6.5
10-07-2023 03:27,6.5
10-07-2023 03:42,6.5
10-07-2023 03:57,6.5
10-07-2023 04:12,6.5
10-07-2023 04:27,6.5
10-07-2023 04:42,6.5
10-07-2023 04:57,6.56
10-07-2023 05:12,6.5
10-07-2023 05:27,6.5
10-07-2023 05:42,6.5
10-07-2023 05:57,6.5
10-07-2023 06:12,6.5
10-07-2023 06:27,6.5
10-07-2023 06:42,6.56
10-07-2023 06:57,6.5
10-07-2023 07:12,6.5
10-07-2023 07:27,6.56
10-07-2023 07:42,6.56
10-07-2023 07:57,6.56
10-07-2023 08:12,6.56
10-07-2023 08:27,6.56
10-07-2023 08:42,6.63
10-07-2023 08:57,6.63
10-07-2023 09:12,6.69
10-07-2023 09:27,6.69
10-07-2023 09:42,6.75
10-07-2023 09:57,6.81
10-07-2023 10:12,7.06
10-07-2023 10:27,8.13
10-07-2023 10:42,8.69
10-07-2023 10:57,9.06
10-07-2023 11:12,9.44
10-07-2023 11:27,9.69
10-07-2023 11:42,10.06
10-07-2023 11:57,10.38
10-07-2023 12:12,11.06
10-07-2023 12:27,11.63
10-07-2023 12:42,11.56
10-07-2023 12:57,11.63
10-07-2023 13:12,11.75
10-07-2023 13:27,11.75
10-07-2023 13:42,11.56
10-07-2023 13:57,10.69
10-07-2023 14:12,9.81
10-07-2023 14:27,9
10-07-2023 14:42,8.38
10-07-2023 14:57,7.94
10-07-2023 15:12,7.56
10-07-2023 15:27,7.31
10-07-2023 15:42,7.06
10-07-2023 15:57,7.69
10-07-2023 16:12,7.88
10-07-2023 16:27,7.63
10-07-2023 16:42,7.13
10-07-2023 16:57,6.69
10-07-2023 17:12,6.31
10-07-2023 17:27,6
10-07-2023 17:42,5.81
10-07-2023 17:57,5.75
10-07-2023 18:12,5.69
10-07-2023 18:27,5.63
10-07-2023 18:42,5.56
10-07-2023 18:57,5.56
10-07-2023 19:12,5.69
10-07-2023 19:27,5.69
10-07-2023 19:42,5.75
10-07-2023 19:57,5.75
10-07-2023 20:12,5.69
10-07-2023 20:27,5.69
10-07-2023 20:42,5.63
10-07-2023 20:57,5.69
10-07-2023 21:12,5.75
10-07-2023 21:27,5.81
10-07-2023 21:42,5.94
10-07-2023 21:57,6
10-07-2023 22:12,6
10-07-2023 22:27,6.06
10-07-2023 22:42,6.06
10-07-2023 22:57,6.06
10-07-2023 23:12,6.06
10-07-2023 23:27,6.06
10-07-2023 23:42,6.06
10-07-2023 23:57,6.06
10-08-2023 00:12,6.06
10-08-2023 00:27,6.06
10-08-2023 00:42,6.06
10-08-2023 00:57,6.06
10-08-2023 01:12,6
10-08-2023 01:27,6
10-08-2023 01:42,6
10-08-2023 01:57,6
10-08-2023 02:12,6
10-08-2023 02:27,6
10-08-2023 02:42,6
10-08-2023 02:57,5.94
10-08-2023 03:12,5.94
10-08-2023 03:27,5.94
10-08-2023 03:42,5.94
10-08-2023 03:57,6.06
10-08-2023 04:12,6.25
10-08-2023 04:27,6.44
10-08-2023 04:42,6.63
10-08-2023 04:57,6.75
10-08-2023 05:12,6.81
10-08-2023 05:27,6.94
10-08-2023 05:42,7
10-08-2023 05:57,7.06
10-08-2023 06:12,7.13
10-08-2023 06:27,7.19
10-08-2023 06:42,7.25
10-08-2023 06:57,7.25
10-08-2023 07:12,7.31
10-08-2023 07:27,7.13
10-08-2023 07:42,7
10-08-2023 07:57,6.63
10-08-2023 08:12,6.44
10-08-2023 08:27,6.31
10-08-2023 08:42,6.06
10-08-2023 08:57,6.13
10-08-2023 09:12,6.13
10-08-2023 09:27,6
10-08-2023 09:42,6.13
10-08-2023 09:57,6.5
10-08-2023 10:12,6.88
10-08-2023 10:27,7.31
10-08-2023 10:42,7.69
10-08-2023 10:57,8.06
10-08-2023 11:12,8.38
10-08-2023 11:27,8.13
10-08-2023 11:42,7.5
10-08-2023 11:57,6.88
10-08-2023 12:12,6.44
10-08-2023 12:27,6.06
10-08-2023 12:42,5.88
10-08-2023 12:57,6.06
10-08-2023 13:12,6.31
10-08-2023 13:27,6.56
10-08-2023 13:42,6.56
10-08-2023 13:57,6.31
10-08-2023 14:12,6
10-08-2023 14:27,5.81
10-08-2023 14:42,5.63
10-08-2023 14:57,5.56
10-08-2023 15:12,5.56
10-08-2023 15:27,5.69
10-08-2023 15:42,5.75
10-08-2023 15:57,5.81
10-08-2023 16:12,5.88
10-08-2023 16:27,6.25
10-08-2023 16:42,6.75
10-08-2023 16:57,6.63
10-08-2023 17:12,6.19
10-08-2023 17:27,5.94
10-08-2023 17:42,6.19
10-08-2023 17:57,6.38
10-08-2023 18:12,6.06
10-08-2023 18:27,6
10-08-2023 18:42,6
10-08-2023 18:57,6
10-08-2023 19:12,6
10-08-2023 19:27,5.94
10-08-2023 19:42,5.94
10-08-2023 19:57,5.88
10-08-2023 20:12,5.81
10-08-2023 20:27,5.88
10-08-2023 20:42,6.06
10-08-2023 20:57,6.31
10-08-2023 21:12,6.56
10-08-2023 21:27,6.75
10-08-2023 21:42,6.94
10-08-2023 21:57,7.06
10-08-2023 22:12,7.19
10-08-2023 22:27,7.31
10-08-2023 22:42,7.38
10-08-2023 22:57,7.44
10-08-2023 23:12,7.5
10-08-2023 23:27,7.56
10-08-2023 23:42,7.56
10-08-2023 23:57,7.56
10-09-2023 00:12,7.63
10-09-2023 00:27,7.63
10-09-2023 00:42,7.63
10-09-2023 00:57,7.69
10-09-2023 01:12,7.69
10-09-2023 01:27,7.75
10-09-2023 01:42,7.75
10-09-2023 01:57,7.75
10-09-2023 02:12,7.75
10-09-2023 02:27,7.81
10-09-2023 02:42,7.75
10-09-2023 02:57,7.81
10-09-2023 03:12,7.75
10-09-2023 03:27,7.81
10-09-2023 03:42,7.75
10-09-2023 03:57,7.75
10-09-2023 04:12,7.75
10-09-2023 04:27,7.75
10-09-2023 04:42,7.75
10-09-2023 04:57,7.75
10-09-2023 05:12,7.75
10-09-2023 05:27,7.75
10-09-2023 05:42,7.81
10-09-2023 05:57,7.81
10-09-2023 06:12,7.81
10-09-2023 06:27,7.81
10-09-2023 06:42,7.81
10-09-2023 06:57,7.81
10-09-2023 07:12,7.81
10-09-2023 07:27,7.81
10-09-2023 07:42,7.88
10-09-2023 07:57,7.88
10-09-2023 08:12,7.94
10-09-2023 08:27,7.94
10-09-2023 08:42,8
10-09-2023 08:57,8.06
10-09-2023 09:12,8.13
10-09-2023 09:27,8.25
10-09-2023 09:42,8.31
10-09-2023 09:57,7.94
10-09-2023 10:12,7.31
10-09-2023 10:27,6.75
10-09-2023 10:42,6.31
10-09-2023 10:57,6
10-09-2023 11:12,5.81
10-09-2023 11:27,5.81
10-09-2023 11:42,5.81
10-09-2023 11:57,5.88
10-09-2023 12:12,6.06
10-09-2023 12:27,6.19
10-09-2023 12:42,6.31
10-09-2023 12:57,6.38
10-09-2023 13:12,6.44
10-09-2023 13:27,6.44
10-09-2023 13:42,6.38
10-09-2023 13:57,6.38
10-09-2023 14:12,6.38
10-09-2023 14:27,6.38
10-09-2023 14:42,6.31
10-09-2023 14:57,6.31
10-09-2023 15:12,6.31
10-09-2023 15:27,6.31
10-09-2023 15:42,6.25
10-09-2023 15:57,6.25
10-09-2023 16:12,6.19
10-09-2023 16:27,6.13
10-09-2023 16:42,6.13
10-09-2023 16:57,6.94
10-09-2023 17:12,8.31
10-09-2023 17:27,9.19
10-09-2023 17:42,9.69
10-09-2023 17:57,9.5
10-09-2023 18:12,8.88
10-09-2023 18:27,8.31
10-09-2023 18:42,7.81
10-09-2023 18:57,8.13
10-09-2023 19:12,8.75
10-09-2023 19:27,8.75
10-09-2023 19:42,8.31
10-09-2023 19:57,7.81
10-09-2023 20:12,7.44
10-09-2023 20:27,7.06
10-09-2023 20:42,6.81
10-09-2023 20:57,6.56
10-09-2023 21:12,6.44
10-09-2023 21:27,6.19
10-09-2023 21:42,6.06
10-09-2023 21:57,5.94
10-09-2023 22:12,5.81
10-09-2023 22:27,5.81
10-09-2023 22:42,5.94
10-09-2023 22:57,6
10-09-2023 23:12,6.19
10-09-2023 23:27,6.25
10-09-2023 23:42,6.31
10-09-2023 23:57,6.38
10-10-2023 00:12,6.38
10-10-2023 00:27,6.38
10-10-2023 00:42,6.44
10-10-2023 00:57,6.44
10-10-2023 01:12,6.44
10-10-2023 01:27,6.44
10-10-2023 01:42,6.44
10-10-2023 01:57,6.44
10-10-2023 02:12,6.44
10-10-2023 02:27,6.44
10-10-2023 02:42,6.44
10-10-2023 02:57,6.44
10-10-2023 03:12,6.44
10-10-2023 03:27,6.44
10-10-2023 03:42,6.44
10-10-2023 03:57,6.44
10-10-2023 04:12,6.38
10-10-2023 04:27,6.38
10-10-2023 04:42,6.44
10-10-2023 04:57,6.38
10-10-2023 05:12,6.38
10-10-2023 05:27,6.38
10-10-2023 05:42,6.38
10-10-2023 05:57,6.38
10-10-2023 06:12,6.44
10-10-2023 06:27,6.38
10-10-2023 06:42,6.38
10-10-2023 06:57,6.38
10-10-2023 07:12,6.38
10-10-2023 07:27,6.38
10-10-2023 07:42,6.31
10-10-2023 07:57,6.19
10-10-2023 08:12,6.06
10-10-2023 08:27,5.88
10-10-2023 08:42,5.94
10-10-2023 08:57,6
10-10-2023 09:12,6.13
10-10-2023 09:27,6.06
10-10-2023 09:42,5.94
10-10-2023 09:57,5.94
10-10-2023 10:12,6
10-10-2023 10:27,6.13
10-10-2023 10:42,6.25
10-10-2023 10:57,6.56
10-10-2023 11:12,7.69
10-10-2023 11:27,8.5
10-10-2023 11:42,8.69
10-10-2023 11:57,9
10-10-2023 12:12,9.38
10-10-2023 12:27,9.81
10-10-2023 12:42,10.19
10-10-2023 12:57,10.75
10-10-2023 13:12,11
10-10-2023 13:27,11.25
10-10-2023 13:42,11.38
10-10-2023 13:57,11.5
10-10-2023 14:12,11.56
10-10-2023 14:27,11.63
10-10-2023 14:42,11.56
10-10-2023 14:57,11.5
10-10-2023 15:12,10.94
10-10-2023 15:27,10.31
10-10-2023 15:42,9.75
10-10-2023 15:57,9.44
10-10-2023 16:12,9.06
10-10-2023 16:27,8.56
10-10-2023 16:42,8.25
10-10-2023 16:57,8.63
10-10-2023 17:12,8.63
10-10-2023 17:27,8.44
10-10-2023 17:42,8.75
10-10-2023 17:57,8.81
10-10-2023 18:12,8.81
10-10-2023 18:27,8.56
10-10-2023 18:42,8.31
10-10-2023 18:57,8.06
10-10-2023 19:12,7.69
10-10-2023 19:27,7.38
10-10-2023 19:42,7.13
10-10-2023 19:57,7.25
10-10-2023 20:12,7.56
10-10-2023 20:27,7.44
10-10-2023 20:42,7.25
10-10-2023 20:57,7.56
10-10-2023 21:12,7.94
10-10-2023 21:27,8.19
10-10-2023 21:42,8
10-10-2023 21:57,7.63
10-10-2023 22:12,7.25
10-10-2023 22:27,6.94
10-10-2023 22:42,6.69
10-10-2023 22:57,6.5
10-10-2023 23:12,6.31
10-10-2023 23:27,6.19
10-10-2023 23:42,6.06
10-10-2023 23:57,5.94
10-11-2023 00:12,5.88
10-11-2023 00:27,5.81
10-11-2023 00:42,5.88
10-11-2023 00:57,6.06
10-11-2023 01:12,6.19
10-11-2023 01:27,6.13
10-11-2023 01:42,5.94
10-11-2023 01:57,5.88
10-11-2023 02:12,6
10-11-2023 02:27,6.13
10-11-2023 02:42,6.19
10-11-2023 02:57,6.25
10-11-2023 03:12,6.31
10-11-2023 03:27,6.31
10-11-2023 03:42,6.38
10-11-2023 03:57,6.38
10-11-2023 04:12,6.38
10-11-2023 04:27,6.38
10-11-2023 04:42,6.38
10-11-2023 04:57,6.38
10-11-2023 05:12,6.38
10-11-2023 05:27,6.38
10-11-2023 05:42,6.38
10-11-2023 05:57,6.38
10-11-2023 06:12,6.38
10-11-2023 06:27,6.38
10-11-2023 06:42,6.38
10-11-2023 06:57,6.38
10-11-2023 07:12,6.38
10-11-2023 07:27,6.38
10-11-2023 07:42,6.38
10-11-2023 07:57,6.38
10-11-2023 08:12,6.38
10-11-2023 08:27,6.38
10-11-2023 08:42,6.31
10-11-2023 08:57,6.13
10-11-2023 09:12,5.94
10-11-2023 09:27,5.81
10-11-2023 09:42,5.88
10-11-2023 09:57,6.06
10-11-2023 10:12,6.19
10-11-2023 10:27,6.31
10-11-2023 10:42,6.44
10-11-2023 10:57,7.38
10-11-2023 11:12,7.63
10-11-2023 11:27,7.63
10-11-2023 11:42,7.56
10-11-2023 11:57,7.5
10-11-2023 12:12,7.5
10-11-2023 12:27,7.5
10-11-2023 12:42,7.5
10-11-2023 12:57,7.44
10-11-2023 13:12,7.25
10-11-2023 13:27,7
10-11-2023 13:42,6.88
10-11-2023 13:57,6.69
10-11-2023 14:12,6.56
10-11-2023 14:27,7.25
10-11-2023 14:42,7.5
10-11-2023 14:57,7.69
10-11-2023 15:12,7.81
10-11-2023 15:27,8.44
10-11-2023 15:42,8.38
10-11-2023 15:57,8.13
10-11-2023 16:12,8
10-11-2023 16:27,7.81
10-11-2023 16:42,7.5
10-11-2023 16:57,7.19
10-11-2023 17:12,7.25
10-11-2023 17:27,7.06
10-11-2023 17:42,6.81
10-11-2023 17:57,6.63
10-11-2023 18:12,6.44
10-11-2023 18:27,6.25
10-11-2023 18:42,6.13
10-11-2023 18:57,6
10-11-2023 19:12,5.94
10-11-2023 19:27,5.81
10-11-2023 19:42,5.81
10-11-2023 19:57,6
10-11-2023 20:12,6.13
10-11-2023 20:27,6.25
10-11-2023 20:42,6.31
10-11-2023 20:57,6.38
10-11-2023 21:12,6.38
10-11-2023 21:27,6.44
10-11-2023 21:42,6.44
10-11-2023 21:57,6.44
10-11-2023 22:12,6.44
10-11-2023 22:27,6.44
10-11-2023 22:42,6.38
10-11-2023 22:57,6.38
