,predicted_mean
77471,-18.288624734026303
77472,-18.288624734004287
77473,-18.288624733982406
77474,-18.288624733960653
77475,-18.28862473393903
77476,-18.28862473391754
77477,-18.28862473389618
77478,-18.28862473387495
77479,-18.288624733853847
77480,-18.28862473383287
77481,-18.28862473381202
77482,-18.288624733791295
77483,-18.288624733770696
77484,-18.288624733750222
77485,-18.288624733729872
77486,-18.288624733709643
77487,-18.288624733689534
77488,-18.28862473366955
77489,-18.288624733649684
77490,-18.28862473362994
77491,-18.288624733610312
77492,-18.288624733590808
77493,-18.288624733571417
77494,-18.288624733552144
77495,-18.288624733532988
77496,-18.288624733513945
77497,-18.28862473349502
77498,-18.288624733476208
77499,-18.28862473345751
77500,-18.288624733438922
77501,-18.28862473342045
77502,-18.288624733402088
77503,-18.288624733383834
77504,-18.288624733365694
77505,-18.28862473334766
77506,-18.288624733329737
77507,-18.288624733311924
77508,-18.288624733294213
77509,-18.288624733276613
77510,-18.28862473325912
77511,-18.28862473324173
77512,-18.288624733224445
77513,-18.288624733207264
77514,-18.288624733190186
77515,-18.288624733173215
77516,-18.288624733156343
77517,-18.288624733139574
77518,-18.288624733122905
77519,-18.28862473310634
77520,-18.28862473308987
77521,-18.2886247330735
77522,-18.28862473305723
77523,-18.288624733041058
77524,-18.288624733024985
77525,-18.28862473300901
77526,-18.288624732993128
77527,-18.288624732977343
77528,-18.28862473296165
77529,-18.288624732946058
77530,-18.288624732930554
77531,-18.28862473291515
77532,-18.288624732899834
77533,-18.28862473288461
77534,-18.28862473286948
77535,-18.28862473285444
77536,-18.28862473283949
77537,-18.288624732824633
77538,-18.288624732809865
77539,-18.288624732795185
77540,-18.288624732780594
77541,-18.288624732766092
77542,-18.288624732751675
77543,-18.288624732737347
77544,-18.288624732723104
77545,-18.288624732708946
77546,-18.288624732694878
77547,-18.28862473268089
77548,-18.28862473266699
77549,-18.28862473265317
77550,-18.288624732639434
77551,-18.288624732625784
77552,-18.288624732612213
77553,-18.288624732598727
77554,-18.28862473258532
77555,-18.288624732571996
77556,-18.28862473255875
77557,-18.288624732545586
77558,-18.288624732532497
77559,-18.28862473251949
77560,-18.288624732506563
77561,-18.288624732493712
77562,-18.28862473248094
77563,-18.288624732468243
77564,-18.288624732455624
77565,-18.288624732443083
77566,-18.288624732430616
77567,-18.28862473241822
77568,-18.288624732405903
77569,-18.28862473239366
77570,-18.288624732381493
77571,-18.288624732369396
77572,-18.288624732357373
77573,-18.288624732345422
77574,-18.288624732333542
77575,-18.288624732321736
77576,-18.28862473231
77577,-18.288624732298334
77578,-18.288624732286742
77579,-18.288624732275217
77580,-18.288624732263763
77581,-18.288624732252377
77582,-18.288624732241058
77583,-18.28862473222981
77584,-18.28862473221863
77585,-18.288624732207513
77586,-18.288624732196467
77587,-18.288624732185486
77588,-18.288624732174572
77589,-18.288624732163726
77590,-18.288624732152943
77591,-18.288624732142225
77592,-18.288624732131574
77593,-18.288624732120983
77594,-18.28862473211046
77595,-18.288624732099997
77596,-18.2886247320896
77597,-18.288624732079263
77598,-18.28862473206899
77599,-18.28862473205878
77600,-18.28862473204863
77601,-18.288624732038542
77602,-18.288624732028513
77603,-18.288624732018548
77604,-18.28862473200864
77605,-18.28862473199879
77606,-18.288624731989003
77607,-18.288624731979276
77608,-18.288624731969605
77609,-18.28862473195999
77610,-18.28862473195044
77611,-18.288624731940942
77612,-18.288624731931503
77613,-18.288624731922123
77614,-18.288624731912797
77615,-18.28862473190353
77616,-18.288624731894313
77617,-18.288624731885157
77618,-18.288624731876055
77619,-18.288624731867007
77620,-18.288624731858015
77621,-18.288624731849076
77622,-18.28862473184019
77623,-18.28862473183136
77624,-18.28862473182258
77625,-18.288624731813854
77626,-18.288624731805182
77627,-18.288624731796563
77628,-18.288624731787994
77629,-18.28862473177948
77630,-18.288624731771012
77631,-18.2886247317626
77632,-18.288624731754236
77633,-18.288624731745923
77634,-18.28862473173766
77635,-18.288624731729445
77636,-18.288624731721285
77637,-18.28862473171317
77638,-18.288624731705106
77639,-18.288624731697087
77640,-18.28862473168912
77641,-18.2886247316812
77642,-18.288624731673327
77643,-18.288624731665504
77644,-18.288624731657723
77645,-18.288624731649993
77646,-18.288624731642308
77647,-18.288624731634673
77648,-18.28862473162708
77649,-18.288624731619535
77650,-18.288624731612035
77651,-18.28862473160458
77652,-18.288624731597167
77653,-18.288624731589803
77654,-18.28862473158248
77655,-18.288624731575204
77656,-18.28862473156797
77657,-18.288624731560784
77658,-18.288624731553636
77659,-18.288624731546534
77660,-18.288624731539475
77661,-18.288624731532455
77662,-18.28862473152548
77663,-18.288624731518546
77664,-18.288624731511657
77665,-18.288624731504807
77666,-18.288624731497997
77667,-18.28862473149123
77668,-18.288624731484504
77669,-18.288624731477817
77670,-18.28862473147117
77671,-18.288624731464566
77672,-18.288624731458
77673,-18.288624731451474
77674,-18.288624731444987
77675,-18.28862473143854
77676,-18.28862473143213
77677,-18.28862473142576
77678,-18.28862473141943
77679,-18.288624731413137
77680,-18.28862473140688
77681,-18.288624731400663
77682,-18.28862473139448
77683,-18.28862473138834
77684,-18.28862473138223
77685,-18.288624731376164
77686,-18.28862473137013
77687,-18.288624731364134
77688,-18.288624731358176
77689,-18.28862473135225
77690,-18.288624731346363
77691,-18.28862473134051
77692,-18.288624731334693
77693,-18.28862473132891
77694,-18.28862473132316
77695,-18.288624731317448
77696,-18.28862473131177
77697,-18.288624731306125
77698,-18.288624731300516
77699,-18.28862473129494
77700,-18.2886247312894
77701,-18.28862473128389
77702,-18.28862473127841
77703,-18.288624731272968
77704,-18.28862473126756
77705,-18.288624731262182
77706,-18.288624731256835
77707,-18.288624731251524
77708,-18.288624731246244
77709,-18.288624731240994
77710,-18.288624731235778
77711,-18.28862473123059
77712,-18.288624731225436
77713,-18.288624731220313
77714,-18.28862473121522
77715,-18.28862473121016
77716,-18.288624731205125
77717,-18.288624731200127
77718,-18.288624731195156
77719,-18.288624731190215
77720,-18.288624731185305
77721,-18.288624731180423
77722,-18.28862473117557
77723,-18.288624731170746
77724,-18.288624731165953
77725,-18.28862473116119
77726,-18.288624731156453
77727,-18.288624731151746
77728,-18.288624731147067
77729,-18.288624731142416
77730,-18.288624731137794
77731,-18.288624731133197
77732,-18.288624731128632
77733,-18.28862473112409
77734,-18.28862473111958
77735,-18.288624731115092
77736,-18.288624731110637
77737,-18.288624731106204
77738,-18.2886247311018
77739,-18.28862473109742
77740,-18.288624731093073
77741,-18.288624731088746
77742,-18.288624731084447
77743,-18.288624731080173
77744,-18.288624731075927
77745,-18.288624731071707
77746,-18.288624731067507
77747,-18.288624731063337
77748,-18.28862473105919
77749,-18.288624731055073
77750,-18.288624731050977
77751,-18.288624731046905
77752,-18.28862473104286
77753,-18.288624731038833
77754,-18.288624731034837
77755,-18.288624731030865
77756,-18.288624731026914
77757,-18.28862473102299
77758,-18.288624731019084
77759,-18.288624731015204
77760,-18.28862473101135
77761,-18.288624731007516
77762,-18.288624731003708
77763,-18.288624730999924
77764,-18.28862473099616
77765,-18.288624730992417
77766,-18.2886247309887
77767,-18.288624730985006
77768,-18.288624730981333
77769,-18.28862473097768
77770,-18.28862473097405
77771,-18.288624730970444
77772,-18.28862473096686
77773,-18.288624730963296
77774,-18.288624730959754
77775,-18.288624730956233
77776,-18.28862473095273
77777,-18.288624730949252
77778,-18.288624730945795
77779,-18.28862473094236
77780,-18.288624730938942
77781,-18.288624730935545
77782,-18.28862473093217
77783,-18.288624730928817
77784,-18.28862473092548
77785,-18.28862473092217
77786,-18.288624730918873
77787,-18.2886247309156
77788,-18.288624730912343
77789,-18.28862473090911
77790,-18.288624730905894
77791,-18.288624730902697
77792,-18.28862473089952
77793,-18.288624730896363
77794,-18.288624730893225
77795,-18.288624730890103
77796,-18.288624730887005
77797,-18.28862473088392
77798,-18.28862473088086
77799,-18.288624730877814
77800,-18.288624730874787
77801,-18.288624730871778
77802,-18.288624730868786
77803,-18.288624730865813
77804,-18.28862473086286
77805,-18.288624730859922
77806,-18.288624730857006
77807,-18.288624730854103
77808,-18.288624730851218
77809,-18.28862473084835
77810,-18.288624730845502
77811,-18.28862473084267
77812,-18.288624730839857
77813,-18.288624730837057
77814,-18.28862473083428
77815,-18.288624730831515
77816,-18.288624730828765
77817,-18.288624730826033
77818,-18.28862473082332
77819,-18.288624730820622
77820,-18.28862473081794
77821,-18.288624730815275
77822,-18.288624730812625
77823,-18.288624730809993
77824,-18.288624730807374
77825,-18.28862473080477
77826,-18.288624730802184
77827,-18.288624730799615
77828,-18.28862473079706
77829,-18.28862473079452
77830,-18.288624730791994
77831,-18.288624730789486
77832,-18.288624730786992
77833,-18.288624730784512
77834,-18.288624730782047
77835,-18.2886247307796
77836,-18.288624730777165
77837,-18.288624730774746
77838,-18.28862473077234
77839,-18.28862473076995
77840,-18.288624730767573
77841,-18.28862473076521
77842,-18.288624730762862
77843,-18.288624730760528
77844,-18.28862473075821
77845,-18.288624730755906
77846,-18.288624730753615
77847,-18.288624730751334
77848,-18.28862473074907
77849,-18.28862473074682
77850,-18.288624730744584
77851,-18.28862473074236
77852,-18.28862473074015
77853,-18.288624730737954
77854,-18.288624730735773
77855,-18.288624730733602
77856,-18.288624730731446
77857,-18.2886247307293
77858,-18.288624730727168
77859,-18.28862473072505
77860,-18.288624730722944
77861,-18.28862473072085
77862,-18.288624730718773
77863,-18.288624730716705
77864,-18.28862473071465
77865,-18.288624730712606
77866,-18.288624730710577
77867,-18.28862473070856
77868,-18.28862473070655
77869,-18.28862473070456
77870,-18.288624730702576
77871,-18.288624730700608
77872,-18.288624730698647
77873,-18.288624730696704
77874,-18.288624730694767
77875,-18.288624730692845
77876,-18.288624730690934
77877,-18.288624730689033
77878,-18.288624730687147
77879,-18.288624730685267
77880,-18.288624730683402
77881,-18.288624730681548
77882,-18.288624730679707
77883,-18.288624730677874
77884,-18.28862473067605
77885,-18.288624730674243
77886,-18.288624730672446
77887,-18.288624730670655
77888,-18.28862473066888
77889,-18.288624730667113
77890,-18.288624730665354
77891,-18.28862473066361
77892,-18.288624730661876
77893,-18.28862473066015
77894,-18.288624730658437
77895,-18.288624730656732
77896,-18.28862473065504
77897,-18.288624730653357
77898,-18.288624730651684
77899,-18.28862473065002
77900,-18.28862473064837
77901,-18.288624730646724
77902,-18.288624730645093
77903,-18.28862473064347
77904,-18.288624730641857
77905,-18.28862473064025
77906,-18.288624730638656
77907,-18.288624730637075
77908,-18.288624730635497
77909,-18.288624730633934
77910,-18.288624730632378
77911,-18.28862473063083
77912,-18.288624730629294
77913,-18.288624730627767
77914,-18.288624730626246
77915,-18.288624730624736
77916,-18.288624730623237
77917,-18.288624730621745
77918,-18.288624730620263
77919,-18.28862473061879
77920,-18.288624730617325
77921,-18.28862473061587
77922,-18.288624730614423
77923,-18.288624730612984
77924,-18.288624730611556
77925,-18.288624730610135
77926,-18.28862473060872
77927,-18.288624730607317
77928,-18.28862473060592
77929,-18.288624730604536
77930,-18.288624730603157
77931,-18.288624730601786
77932,-18.288624730600425
77933,-18.28862473059907
77934,-18.288624730597725
77935,-18.288624730596386
77936,-18.288624730595057
77937,-18.288624730593735
77938,-18.288624730592424
77939,-18.288624730591117
77940,-18.28862473058982
77941,-18.28862473058853
77942,-18.288624730587248
77943,-18.288624730585973
77944,-18.288624730584708
77945,-18.288624730583447
77946,-18.288624730582196
77947,-18.288624730580953
77948,-18.288624730579716
77949,-18.288624730578487
77950,-18.288624730577265
77951,-18.28862473057605
77952,-18.288624730574846
77953,-18.288624730573645
77954,-18.288624730572455
77955,-18.288624730571268
77956,-18.28862473057009
77957,-18.28862473056892
77958,-18.288624730567754
77959,-18.2886247305666
77960,-18.28862473056545
77961,-18.288624730564305
77962,-18.28862473056317
77963,-18.28862473056204
77964,-18.28862473056092
77965,-18.288624730559803
77966,-18.288624730558695
77967,-18.288624730557594
77968,-18.288624730556496
77969,-18.28862473055541
77970,-18.288624730554325
77971,-18.28862473055325
77972,-18.28862473055218
77973,-18.288624730551117
77974,-18.28862473055006
77975,-18.28862473054901
77976,-18.28862473054797
77977,-18.288624730546932
77978,-18.288624730545898
77979,-18.288624730544875
77980,-18.288624730543855
77981,-18.288624730542843
77982,-18.288624730541837
77983,-18.288624730540835
77984,-18.28862473053984
77985,-18.288624730538853
77986,-18.28862473053787
77987,-18.288624730536895
77988,-18.288624730535922
77989,-18.28862473053496
77990,-18.288624730534
77991,-18.288624730533048
77992,-18.2886247305321
77993,-18.288624730531158
77994,-18.28862473053022
77995,-18.288624730529293
77996,-18.288624730528365
77997,-18.28862473052745
77998,-18.288624730526532
77999,-18.288624730525626
78000,-18.288624730524724
78001,-18.288624730523825
78002,-18.288624730522933
78003,-18.28862473052205
78004,-18.288624730521168
78005,-18.28862473052029
78006,-18.28862473051942
78007,-18.288624730518556
78008,-18.288624730517693
78009,-18.28862473051684
78010,-18.28862473051599
78011,-18.288624730515146
78012,-18.288624730514307
78013,-18.288624730513472
78014,-18.28862473051264
78015,-18.288624730511817
78016,-18.288624730511
78017,-18.288624730510183
78018,-18.288624730509376
78019,-18.28862473050857
78020,-18.28862473050777
78021,-18.288624730506974
78022,-18.288624730506186
78023,-18.2886247305054
78024,-18.28862473050462
78025,-18.288624730503845
78026,-18.28862473050307
78027,-18.288624730502306
78028,-18.288624730501542
78029,-18.288624730500786
78030,-18.288624730500032
78031,-18.288624730499283
78032,-18.28862473049854
78033,-18.2886247304978
78034,-18.288624730497066
78035,-18.288624730496338
78036,-18.28862473049561
78037,-18.288624730494888
78038,-18.28862473049417
78039,-18.28862473049346
78040,-18.28862473049275
78041,-18.288624730492046
78042,-18.288624730491346
78043,-18.28862473049065
78044,-18.288624730489957
78045,-18.28862473048927
78046,-18.288624730488586
78047,-18.288624730487907
78048,-18.288624730487232
78049,-18.28862473048656
78050,-18.288624730485893
78051,-18.288624730485232
78052,-18.28862473048457
78053,-18.288624730483917
78054,-18.288624730483267
78055,-18.288624730482617
78056,-18.288624730481974
78057,-18.288624730481335
78058,-18.288624730480702
78059,-18.28862473048007
78060,-18.28862473047944
78061,-18.288624730478816
78062,-18.288624730478197
78063,-18.28862473047758
78064,-18.28862473047697
78065,-18.288624730476357
78066,-18.288624730475753
78067,-18.28862473047515
78068,-18.288624730474552
78069,-18.28862473047396
78070,-18.288624730473366
78071,-18.28862473047278
78072,-18.288624730472193
78073,-18.288624730471614
78074,-18.28862473047104
78075,-18.288624730470463
78076,-18.288624730469895
78077,-18.288624730469326
78078,-18.288624730468765
78079,-18.288624730468204
78080,-18.28862473046765
78081,-18.288624730467095
78082,-18.288624730466545
78083,-18.288624730466
78084,-18.288624730465457
78085,-18.288624730464917
78086,-18.28862473046438
78087,-18.288624730463848
78088,-18.28862473046332
78089,-18.28862473046279
78090,-18.288624730462267
78091,-18.288624730461745
78092,-18.28862473046123
78093,-18.288624730460715
78094,-18.288624730460203
78095,-18.288624730459695
78096,-18.28862473045919
78097,-18.28862473045869
78098,-18.28862473045819
78099,-18.288624730457695
78100,-18.2886247304572
78101,-18.28862473045671
78102,-18.288624730456224
78103,-18.28862473045574
78104,-18.288624730455258
78105,-18.28862473045478
78106,-18.288624730454305
78107,-18.288624730453833
78108,-18.288624730453364
78109,-18.288624730452895
78110,-18.288624730452433
78111,-18.28862473045197
78112,-18.288624730451513
78113,-18.288624730451055
78114,-18.288624730450604
78115,-18.288624730450152
78116,-18.288624730449705
78117,-18.28862473044926
78118,-18.28862473044882
78119,-18.28862473044838
78120,-18.288624730447943
78121,-18.28862473044751
78122,-18.288624730447076
78123,-18.28862473044665
78124,-18.288624730446223
78125,-18.288624730445797
78126,-18.288624730445378
78127,-18.28862473044496
78128,-18.288624730444543
78129,-18.288624730444127
78130,-18.28862473044372
78131,-18.28862473044331
78132,-18.2886247304429
78133,-18.2886247304425
78134,-18.2886247304421
78135,-18.2886247304417
78136,-18.288624730441303
78137,-18.288624730440908
78138,-18.288624730440517
78139,-18.288624730440127
78140,-18.28862473043974
78141,-18.288624730439356
78142,-18.288624730438972
78143,-18.288624730438592
78144,-18.288624730438215
78145,-18.28862473043784
78146,-18.288624730437466
78147,-18.288624730437096
78148,-18.288624730436727
78149,-18.28862473043636
78150,-18.288624730435995
78151,-18.288624730435636
78152,-18.288624730435274
78153,-18.28862473043492
78154,-18.28862473043456
78155,-18.288624730434208
78156,-18.288624730433856
78157,-18.288624730433508
78158,-18.28862473043316
78159,-18.288624730432815
78160,-18.288624730432474
78161,-18.288624730432133
78162,-18.288624730431792
78163,-18.288624730431454
78164,-18.28862473043112
78165,-18.28862473043079
78166,-18.28862473043046
78167,-18.28862473043013
78168,-18.288624730429802
78169,-18.28862473042948
78170,-18.288624730429156
78171,-18.288624730428836
78172,-18.288624730428516
78173,-18.2886247304282
78174,-18.288624730427884
78175,-18.28862473042757
78176,-18.28862473042726
78177,-18.28862473042695
78178,-18.288624730426644
78179,-18.288624730426335
78180,-18.288624730426033
78181,-18.28862473042573
78182,-18.28862473042543
78183,-18.28862473042513
78184,-18.288624730424836
78185,-18.28862473042454
78186,-18.28862473042425
78187,-18.288624730423958
78188,-18.288624730423667
78189,-18.28862473042338
78190,-18.288624730423095
78191,-18.28862473042281
78192,-18.288624730422526
78193,-18.288624730422246
78194,-18.28862473042197
78195,-18.288624730421688
78196,-18.288624730421414
78197,-18.28862473042114
78198,-18.288624730420867
78199,-18.288624730420597
78200,-18.288624730420327
78201,-18.28862473042006
78202,-18.288624730419794
78203,-18.288624730419528
78204,-18.288624730419265
78205,-18.288624730419006
78206,-18.288624730418746
78207,-18.288624730418487
78208,-18.28862473041823
78209,-18.288624730417975
78210,-18.288624730417723
78211,-18.28862473041747
78212,-18.288624730417222
78213,-18.288624730416974
78214,-18.288624730416725
78215,-18.28862473041648
78216,-18.288624730416235
78217,-18.288624730415993
78218,-18.28862473041575
78219,-18.28862473041551
78220,-18.288624730415272
78221,-18.288624730415034
78222,-18.2886247304148
78223,-18.288624730414565
78224,-18.28862473041433
78225,-18.2886247304141
78226,-18.288624730413872
78227,-18.28862473041364
78228,-18.288624730413414
78229,-18.28862473041319
78230,-18.288624730412963
78231,-18.288624730412742
78232,-18.28862473041252
78233,-18.288624730412298
78234,-18.288624730412078
78235,-18.28862473041186
78236,-18.288624730411644
78237,-18.28862473041143
78238,-18.288624730411215
78239,-18.288624730411005
78240,-18.288624730410792
78241,-18.288624730410582
78242,-18.288624730410373
78243,-18.288624730410167
78244,-18.28862473040996
78245,-18.288624730409754
78246,-18.288624730409552
78247,-18.28862473040935
78248,-18.288624730409147
78249,-18.288624730408948
78250,-18.28862473040875
78251,-18.28862473040855
78252,-18.288624730408355
78253,-18.28862473040816
78254,-18.288624730407964
78255,-18.288624730407772
78256,-18.28862473040758
78257,-18.28862473040739
78258,-18.2886247304072
78259,-18.28862473040701
78260,-18.288624730406823
78261,-18.28862473040664
78262,-18.28862473040645
78263,-18.28862473040627
78264,-18.288624730406084
78265,-18.288624730405903
78266,-18.288624730405722
78267,-18.288624730405544
78268,-18.288624730405367
78269,-18.28862473040519
78270,-18.28862473040501
78271,-18.288624730404837
78272,-18.288624730404663
78273,-18.28862473040449
78274,-18.28862473040432
78275,-18.288624730404145
78276,-18.288624730403978
78277,-18.288624730403807
78278,-18.28862473040364
78279,-18.288624730403473
78280,-18.288624730403306
78281,-18.288624730403143
78282,-18.28862473040298
78283,-18.288624730402816
78284,-18.288624730402653
78285,-18.288624730402493
78286,-18.288624730402333
78287,-18.288624730402173
78288,-18.288624730402013
78289,-18.288624730401857
78290,-18.2886247304017
78291,-18.288624730401548
78292,-18.28862473040139
78293,-18.28862473040124
78294,-18.288624730401086
78295,-18.288624730400933
78296,-18.288624730400784
78297,-18.288624730400635
78298,-18.288624730400485
78299,-18.288624730400336
78300,-18.28862473040019
78301,-18.288624730400045
78302,-18.2886247303999
78303,-18.288624730399754
78304,-18.28862473039961
78305,-18.28862473039947
78306,-18.288624730399327
78307,-18.288624730399185
78308,-18.288624730399047
78309,-18.288624730398908
78310,-18.28862473039877
78311,-18.28862473039863
78312,-18.288624730398496
78313,-18.288624730398357
78314,-18.288624730398222
78315,-18.288624730398087
78316,-18.288624730397956
78317,-18.288624730397824
78318,-18.28862473039769
78319,-18.28862473039756
78320,-18.28862473039743
78321,-18.288624730397302
78322,-18.28862473039717
78323,-18.288624730397043
78324,-18.288624730396915
78325,-18.28862473039679
78326,-18.288624730396666
78327,-18.28862473039654
78328,-18.288624730396414
78329,-18.288624730396293
78330,-18.28862473039617
78331,-18.288624730396048
78332,-18.288624730395927
78333,-18.288624730395806
78334,-18.288624730395686
78335,-18.28862473039557
78336,-18.28862473039545
78337,-18.28862473039533
78338,-18.288624730395217
78339,-18.2886247303951
78340,-18.288624730394982
78341,-18.28862473039487
78342,-18.288624730394755
78343,-18.28862473039464
78344,-18.288624730394528
78345,-18.288624730394417
78346,-18.288624730394307
78347,-18.288624730394194
78348,-18.288624730394083
78349,-18.288624730393977
78350,-18.288624730393867
78351,-18.28862473039376
78352,-18.288624730393654
78353,-18.288624730393547
78354,-18.28862473039344
78355,-18.288624730393334
78356,-18.28862473039323
78357,-18.288624730393124
78358,-18.28862473039302
78359,-18.288624730392918
78360,-18.288624730392815
78361,-18.288624730392716
78362,-18.288624730392613
78363,-18.288624730392513
78364,-18.288624730392414
78365,-18.288624730392314
78366,-18.288624730392215
78367,-18.28862473039212
78368,-18.28862473039202
78369,-18.288624730391923
78370,-18.288624730391827
78371,-18.28862473039173
78372,-18.288624730391636
78373,-18.288624730391543
78374,-18.288624730391447
78375,-18.288624730391355
78376,-18.288624730391263
78377,-18.28862473039117
78378,-18.288624730391078
78379,-18.288624730390985
78380,-18.288624730390897
78381,-18.288624730390804
78382,-18.288624730390715
78383,-18.288624730390627
78384,-18.288624730390538
78385,-18.288624730390453
78386,-18.288624730390364
78387,-18.28862473039028
78388,-18.28862473039019
78389,-18.288624730390104
78390,-18.28862473039002
78391,-18.288624730389934
78392,-18.28862473038985
78393,-18.288624730389767
78394,-18.28862473038968
78395,-18.2886247303896
78396,-18.288624730389518
78397,-18.288624730389436
78398,-18.288624730389355
78399,-18.288624730389273
78400,-18.288624730389195
78401,-18.288624730389113
78402,-18.288624730389035
78403,-18.288624730388957
78404,-18.28862473038888
78405,-18.2886247303888
78406,-18.288624730388722
78407,-18.288624730388644
78408,-18.28862473038857
78409,-18.288624730388495
78410,-18.288624730388417
78411,-18.288624730388342
78412,-18.288624730388268
78413,-18.288624730388193
78414,-18.28862473038812
78415,-18.288624730388047
78416,-18.288624730387973
78417,-18.2886247303879
78418,-18.28862473038783
78419,-18.288624730387756
78420,-18.288624730387685
78421,-18.288624730387617
78422,-18.288624730387546
78423,-18.288624730387475
78424,-18.288624730387408
78425,-18.288624730387337
78426,-18.28862473038727
78427,-18.288624730387202
78428,-18.288624730387134
78429,-18.288624730387067
78430,-18.288624730387
78431,-18.288624730386932
78432,-18.288624730386864
78433,-18.2886247303868
78434,-18.288624730386736
78435,-18.28862473038667
78436,-18.288624730386605
78437,-18.28862473038654
78438,-18.288624730386477
78439,-18.288624730386413
78440,-18.28862473038635
78441,-18.28862473038629
78442,-18.288624730386225
78443,-18.288624730386164
78444,-18.288624730386104
78445,-18.28862473038604
78446,-18.28862473038598
78447,-18.28862473038592
78448,-18.28862473038586
78449,-18.288624730385802
78450,-18.28862473038574
78451,-18.28862473038568
78452,-18.288624730385624
78453,-18.288624730385564
78454,-18.288624730385507
78455,-18.28862473038545
78456,-18.288624730385393
78457,-18.288624730385337
78458,-18.28862473038528
78459,-18.288624730385223
78460,-18.288624730385166
78461,-18.288624730385113
78462,-18.288624730385056
78463,-18.288624730385003
78464,-18.288624730384946
78465,-18.288624730384893
78466,-18.28862473038484
78467,-18.288624730384786
78468,-18.288624730384733
78469,-18.28862473038468
78470,-18.288624730384626
78471,-18.288624730384576
78472,-18.288624730384523
78473,-18.28862473038447
78474,-18.28862473038442
78475,-18.28862473038437
78476,-18.288624730384317
78477,-18.288624730384267
78478,-18.288624730384218
78479,-18.288624730384168
78480,-18.288624730384118
78481,-18.28862473038407
78482,-18.288624730384022
78483,-18.288624730383972
78484,-18.288624730383923
78485,-18.288624730383876
78486,-18.288624730383827
78487,-18.28862473038378
78488,-18.288624730383734
78489,-18.288624730383688
78490,-18.28862473038364
78491,-18.288624730383592
78492,-18.288624730383546
78493,-18.288624730383503
78494,-18.288624730383457
78495,-18.28862473038341
78496,-18.288624730383365
78497,-18.288624730383322
78498,-18.288624730383276
78499,-18.288624730383233
78500,-18.28862473038319
78501,-18.288624730383145
78502,-18.288624730383102
78503,-18.28862473038306
78504,-18.288624730383017
78505,-18.288624730382974
78506,-18.28862473038293
78507,-18.28862473038289
78508,-18.288624730382846
78509,-18.288624730382807
78510,-18.288624730382764
78511,-18.288624730382725
78512,-18.288624730382683
78513,-18.288624730382644
78514,-18.2886247303826
78515,-18.288624730382562
78516,-18.288624730382523
78517,-18.288624730382484
78518,-18.288624730382445
78519,-18.288624730382406
78520,-18.288624730382367
78521,-18.288624730382327
78522,-18.28862473038229
78523,-18.28862473038225
78524,-18.288624730382214
78525,-18.288624730382175
78526,-18.28862473038214
78527,-18.2886247303821
78528,-18.288624730382065
78529,-18.288624730382026
78530,-18.28862473038199
78531,-18.288624730381954
78532,-18.28862473038192
78533,-18.288624730381883
78534,-18.288624730381848
78535,-18.288624730381812
78536,-18.288624730381777
78537,-18.28862473038174
78538,-18.288624730381706
78539,-18.28862473038167
78540,-18.288624730381635
78541,-18.288624730381603
78542,-18.288624730381567
78543,-18.288624730381535
78544,-18.2886247303815
78545,-18.288624730381468
78546,-18.288624730381436
78547,-18.2886247303814
78548,-18.28862473038137
78549,-18.288624730381336
78550,-18.288624730381304
78551,-18.288624730381272
78552,-18.28862473038124
78553,-18.28862473038121
78554,-18.288624730381176
78555,-18.288624730381144
78556,-18.288624730381112
78557,-18.28862473038108
78558,-18.288624730381052
78559,-18.28862473038102
78560,-18.28862473038099
78561,-18.28862473038096
78562,-18.28862473038093
78563,-18.2886247303809
78564,-18.28862473038087
78565,-18.28862473038084
78566,-18.28862473038081
78567,-18.288624730380782
78568,-18.288624730380754
78569,-18.288624730380725
78570,-18.288624730380697
78571,-18.288624730380665
78572,-18.28862473038064
78573,-18.28862473038061
78574,-18.288624730380583
78575,-18.288624730380555
78576,-18.288624730380526
78577,-18.288624730380498
78578,-18.288624730380473
78579,-18.288624730380445
78580,-18.288624730380416
78581,-18.28862473038039
78582,-18.288624730380363
78583,-18.288624730380338
78584,-18.28862473038031
78585,-18.288624730380285
78586,-18.28862473038026
78587,-18.28862473038023
78588,-18.288624730380207
78589,-18.28862473038018
78590,-18.288624730380157
78591,-18.288624730380132
78592,-18.288624730380107
78593,-18.288624730380082
78594,-18.288624730380057
78595,-18.288624730380032
78596,-18.288624730380008
78597,-18.288624730379983
78598,-18.288624730379958
78599,-18.288624730379933
78600,-18.28862473037991
78601,-18.288624730379887
78602,-18.288624730379862
78603,-18.28862473037984
78604,-18.288624730379816
78605,-18.28862473037979
78606,-18.28862473037977
78607,-18.288624730379745
78608,-18.288624730379723
78609,-18.288624730379702
78610,-18.288624730379677
78611,-18.288624730379656
78612,-18.288624730379635
78613,-18.288624730379613
78614,-18.28862473037959
78615,-18.288624730379567
78616,-18.288624730379546
78617,-18.288624730379524
78618,-18.288624730379503
78619,-18.28862473037948
78620,-18.28862473037946
78621,-18.28862473037944
78622,-18.288624730379418
78623,-18.288624730379397
78624,-18.288624730379375
78625,-18.288624730379357
78626,-18.288624730379336
78627,-18.288624730379315
78628,-18.288624730379293
78629,-18.288624730379276
78630,-18.288624730379254
78631,-18.288624730379237
78632,-18.288624730379215
78633,-18.288624730379198
78634,-18.288624730379176
78635,-18.28862473037916
78636,-18.288624730379137
