,predicted_mean
83799,-18.288624730375965
83800,-18.288624730375965
83801,-18.288624730375965
83802,-18.288624730375965
83803,-18.288624730375965
83804,-18.288624730375965
83805,-18.288624730375965
83806,-18.288624730375965
83807,-18.288624730375965
83808,-18.288624730375965
83809,-18.288624730375965
83810,-18.288624730375965
83811,-18.288624730375965
83812,-18.288624730375965
83813,-18.288624730375965
83814,-18.288624730375965
83815,-18.288624730375965
83816,-18.288624730375965
83817,-18.288624730375965
83818,-18.288624730375965
83819,-18.288624730375965
83820,-18.288624730375965
83821,-18.288624730375965
83822,-18.288624730375965
83823,-18.288624730375965
83824,-18.288624730375965
83825,-18.288624730375965
83826,-18.288624730375965
83827,-18.288624730375965
83828,-18.288624730375965
83829,-18.288624730375965
83830,-18.288624730375965
83831,-18.288624730375965
83832,-18.288624730375965
83833,-18.288624730375965
83834,-18.288624730375965
83835,-18.288624730375965
83836,-18.288624730375965
83837,-18.288624730375965
83838,-18.288624730375965
83839,-18.288624730375965
83840,-18.288624730375965
83841,-18.288624730375965
83842,-18.288624730375965
83843,-18.288624730375965
83844,-18.288624730375965
83845,-18.288624730375965
83846,-18.288624730375965
83847,-18.288624730375965
83848,-18.288624730375965
83849,-18.288624730375965
83850,-18.288624730375965
83851,-18.288624730375965
83852,-18.288624730375965
83853,-18.288624730375965
83854,-18.288624730375965
83855,-18.288624730375965
83856,-18.288624730375965
83857,-18.288624730375965
83858,-18.288624730375965
83859,-18.288624730375965
83860,-18.288624730375965
83861,-18.288624730375965
83862,-18.288624730375965
83863,-18.288624730375965
83864,-18.288624730375965
83865,-18.288624730375965
83866,-18.288624730375965
83867,-18.288624730375965
83868,-18.288624730375965
83869,-18.288624730375965
83870,-18.288624730375965
83871,-18.288624730375965
83872,-18.288624730375965
83873,-18.288624730375965
83874,-18.288624730375965
83875,-18.288624730375965
83876,-18.288624730375965
83877,-18.288624730375965
83878,-18.288624730375965
83879,-18.288624730375965
83880,-18.288624730375965
83881,-18.288624730375965
83882,-18.288624730375965
83883,-18.288624730375965
83884,-18.288624730375965
83885,-18.288624730375965
83886,-18.288624730375965
83887,-18.288624730375965
83888,-18.288624730375965
83889,-18.288624730375965
83890,-18.288624730375965
83891,-18.288624730375965
83892,-18.288624730375965
83893,-18.288624730375965
83894,-18.288624730375965
83895,-18.288624730375965
83896,-18.288624730375965
83897,-18.288624730375965
83898,-18.288624730375965
83899,-18.288624730375965
83900,-18.288624730375965
83901,-18.288624730375965
83902,-18.288624730375965
83903,-18.288624730375965
83904,-18.288624730375965
83905,-18.288624730375965
83906,-18.288624730375965
83907,-18.288624730375965
83908,-18.288624730375965
83909,-18.288624730375965
83910,-18.288624730375965
83911,-18.288624730375965
83912,-18.288624730375965
83913,-18.288624730375965
83914,-18.288624730375965
83915,-18.288624730375965
83916,-18.288624730375965
83917,-18.288624730375965
83918,-18.288624730375965
83919,-18.288624730375965
83920,-18.288624730375965
83921,-18.288624730375965
83922,-18.288624730375965
83923,-18.288624730375965
83924,-18.288624730375965
83925,-18.288624730375965
83926,-18.288624730375965
83927,-18.288624730375965
83928,-18.288624730375965
83929,-18.288624730375965
83930,-18.288624730375965
83931,-18.288624730375965
83932,-18.288624730375965
83933,-18.288624730375965
83934,-18.288624730375965
83935,-18.288624730375965
83936,-18.288624730375965
83937,-18.288624730375965
83938,-18.288624730375965
83939,-18.288624730375965
83940,-18.288624730375965
83941,-18.288624730375965
83942,-18.288624730375965
83943,-18.288624730375965
83944,-18.288624730375965
83945,-18.288624730375965
83946,-18.288624730375965
83947,-18.288624730375965
83948,-18.288624730375965
83949,-18.288624730375965
83950,-18.288624730375965
83951,-18.288624730375965
83952,-18.288624730375965
83953,-18.288624730375965
83954,-18.288624730375965
83955,-18.288624730375965
83956,-18.288624730375965
83957,-18.288624730375965
83958,-18.288624730375965
83959,-18.288624730375965
83960,-18.288624730375965
83961,-18.288624730375965
83962,-18.288624730375965
83963,-18.288624730375965
83964,-18.288624730375965
83965,-18.288624730375965
83966,-18.288624730375965
83967,-18.288624730375965
83968,-18.288624730375965
83969,-18.288624730375965
83970,-18.288624730375965
83971,-18.288624730375965
83972,-18.288624730375965
83973,-18.288624730375965
83974,-18.288624730375965
83975,-18.288624730375965
83976,-18.288624730375965
83977,-18.288624730375965
83978,-18.288624730375965
83979,-18.288624730375965
83980,-18.288624730375965
83981,-18.288624730375965
83982,-18.288624730375965
83983,-18.288624730375965
83984,-18.288624730375965
83985,-18.288624730375965
83986,-18.288624730375965
83987,-18.288624730375965
83988,-18.288624730375965
83989,-18.288624730375965
83990,-18.288624730375965
83991,-18.288624730375965
83992,-18.288624730375965
83993,-18.288624730375965
83994,-18.288624730375965
83995,-18.288624730375965
83996,-18.288624730375965
83997,-18.288624730375965
83998,-18.288624730375965
83999,-18.288624730375965
84000,-18.288624730375965
84001,-18.288624730375965
84002,-18.288624730375965
84003,-18.288624730375965
84004,-18.288624730375965
84005,-18.288624730375965
84006,-18.288624730375965
84007,-18.288624730375965
84008,-18.288624730375965
84009,-18.288624730375965
84010,-18.288624730375965
84011,-18.288624730375965
84012,-18.288624730375965
84013,-18.288624730375965
84014,-18.288624730375965
84015,-18.288624730375965
84016,-18.288624730375965
84017,-18.288624730375965
84018,-18.288624730375965
84019,-18.288624730375965
84020,-18.288624730375965
84021,-18.288624730375965
84022,-18.288624730375965
84023,-18.288624730375965
84024,-18.288624730375965
84025,-18.288624730375965
84026,-18.288624730375965
84027,-18.288624730375965
84028,-18.288624730375965
84029,-18.288624730375965
84030,-18.288624730375965
84031,-18.288624730375965
84032,-18.288624730375965
84033,-18.288624730375965
84034,-18.288624730375965
84035,-18.288624730375965
84036,-18.288624730375965
84037,-18.288624730375965
84038,-18.288624730375965
84039,-18.288624730375965
84040,-18.288624730375965
84041,-18.288624730375965
84042,-18.288624730375965
84043,-18.288624730375965
84044,-18.288624730375965
84045,-18.288624730375965
84046,-18.288624730375965
84047,-18.288624730375965
84048,-18.288624730375965
84049,-18.288624730375965
84050,-18.288624730375965
84051,-18.288624730375965
84052,-18.288624730375965
84053,-18.288624730375965
84054,-18.288624730375965
84055,-18.288624730375965
84056,-18.288624730375965
84057,-18.288624730375965
84058,-18.288624730375965
84059,-18.288624730375965
84060,-18.288624730375965
84061,-18.288624730375965
84062,-18.288624730375965
84063,-18.288624730375965
84064,-18.288624730375965
84065,-18.288624730375965
84066,-18.288624730375965
84067,-18.288624730375965
84068,-18.288624730375965
84069,-18.288624730375965
84070,-18.288624730375965
84071,-18.288624730375965
84072,-18.288624730375965
84073,-18.288624730375965
84074,-18.288624730375965
84075,-18.288624730375965
84076,-18.288624730375965
84077,-18.288624730375965
84078,-18.288624730375965
84079,-18.288624730375965
84080,-18.288624730375965
84081,-18.288624730375965
84082,-18.288624730375965
84083,-18.288624730375965
84084,-18.288624730375965
84085,-18.288624730375965
84086,-18.288624730375965
84087,-18.288624730375965
84088,-18.288624730375965
84089,-18.288624730375965
84090,-18.288624730375965
84091,-18.288624730375965
84092,-18.288624730375965
84093,-18.288624730375965
84094,-18.288624730375965
84095,-18.288624730375965
84096,-18.288624730375965
84097,-18.288624730375965
84098,-18.288624730375965
84099,-18.288624730375965
84100,-18.288624730375965
84101,-18.288624730375965
84102,-18.288624730375965
84103,-18.288624730375965
84104,-18.288624730375965
84105,-18.288624730375965
84106,-18.288624730375965
84107,-18.288624730375965
84108,-18.288624730375965
84109,-18.288624730375965
84110,-18.288624730375965
84111,-18.288624730375965
84112,-18.288624730375965
84113,-18.288624730375965
84114,-18.288624730375965
84115,-18.288624730375965
84116,-18.288624730375965
84117,-18.288624730375965
84118,-18.288624730375965
84119,-18.288624730375965
84120,-18.288624730375965
84121,-18.288624730375965
84122,-18.288624730375965
84123,-18.288624730375965
84124,-18.288624730375965
84125,-18.288624730375965
84126,-18.288624730375965
84127,-18.288624730375965
84128,-18.288624730375965
84129,-18.288624730375965
84130,-18.288624730375965
84131,-18.288624730375965
84132,-18.288624730375965
84133,-18.288624730375965
84134,-18.288624730375965
84135,-18.288624730375965
84136,-18.288624730375965
84137,-18.288624730375965
84138,-18.288624730375965
84139,-18.288624730375965
84140,-18.288624730375965
84141,-18.288624730375965
84142,-18.288624730375965
84143,-18.288624730375965
84144,-18.288624730375965
84145,-18.288624730375965
84146,-18.288624730375965
84147,-18.288624730375965
84148,-18.288624730375965
84149,-18.288624730375965
84150,-18.288624730375965
84151,-18.288624730375965
84152,-18.288624730375965
84153,-18.288624730375965
84154,-18.288624730375965
84155,-18.288624730375965
84156,-18.288624730375965
84157,-18.288624730375965
84158,-18.288624730375965
84159,-18.288624730375965
84160,-18.288624730375965
84161,-18.288624730375965
84162,-18.288624730375965
84163,-18.288624730375965
84164,-18.288624730375965
84165,-18.288624730375965
84166,-18.288624730375965
84167,-18.288624730375965
84168,-18.288624730375965
84169,-18.288624730375965
84170,-18.288624730375965
84171,-18.288624730375965
84172,-18.288624730375965
84173,-18.288624730375965
84174,-18.288624730375965
84175,-18.288624730375965
84176,-18.288624730375965
84177,-18.288624730375965
84178,-18.288624730375965
84179,-18.288624730375965
84180,-18.288624730375965
84181,-18.288624730375965
84182,-18.288624730375965
84183,-18.288624730375965
84184,-18.288624730375965
84185,-18.288624730375965
84186,-18.288624730375965
84187,-18.288624730375965
84188,-18.288624730375965
84189,-18.288624730375965
84190,-18.288624730375965
84191,-18.288624730375965
84192,-18.288624730375965
84193,-18.288624730375965
84194,-18.288624730375965
84195,-18.288624730375965
84196,-18.288624730375965
84197,-18.288624730375965
84198,-18.288624730375965
84199,-18.288624730375965
84200,-18.288624730375965
84201,-18.288624730375965
84202,-18.288624730375965
84203,-18.288624730375965
84204,-18.288624730375965
84205,-18.288624730375965
84206,-18.288624730375965
84207,-18.288624730375965
84208,-18.288624730375965
84209,-18.288624730375965
84210,-18.288624730375965
84211,-18.288624730375965
84212,-18.288624730375965
84213,-18.288624730375965
84214,-18.288624730375965
84215,-18.288624730375965
84216,-18.288624730375965
84217,-18.288624730375965
84218,-18.288624730375965
84219,-18.288624730375965
84220,-18.288624730375965
84221,-18.288624730375965
84222,-18.288624730375965
84223,-18.288624730375965
84224,-18.288624730375965
84225,-18.288624730375965
84226,-18.288624730375965
84227,-18.288624730375965
84228,-18.288624730375965
84229,-18.288624730375965
84230,-18.288624730375965
84231,-18.288624730375965
84232,-18.288624730375965
84233,-18.288624730375965
84234,-18.288624730375965
84235,-18.288624730375965
84236,-18.288624730375965
84237,-18.288624730375965
84238,-18.288624730375965
84239,-18.288624730375965
84240,-18.288624730375965
84241,-18.288624730375965
84242,-18.288624730375965
84243,-18.288624730375965
84244,-18.288624730375965
84245,-18.288624730375965
84246,-18.288624730375965
84247,-18.288624730375965
84248,-18.288624730375965
84249,-18.288624730375965
84250,-18.288624730375965
84251,-18.288624730375965
84252,-18.288624730375965
84253,-18.288624730375965
84254,-18.288624730375965
84255,-18.288624730375965
84256,-18.288624730375965
84257,-18.288624730375965
84258,-18.288624730375965
84259,-18.288624730375965
84260,-18.288624730375965
84261,-18.288624730375965
84262,-18.288624730375965
84263,-18.288624730375965
84264,-18.288624730375965
84265,-18.288624730375965
84266,-18.288624730375965
84267,-18.288624730375965
84268,-18.288624730375965
84269,-18.288624730375965
84270,-18.288624730375965
84271,-18.288624730375965
84272,-18.288624730375965
84273,-18.288624730375965
84274,-18.288624730375965
84275,-18.288624730375965
84276,-18.288624730375965
84277,-18.288624730375965
84278,-18.288624730375965
84279,-18.288624730375965
84280,-18.288624730375965
84281,-18.288624730375965
84282,-18.288624730375965
84283,-18.288624730375965
84284,-18.288624730375965
84285,-18.288624730375965
84286,-18.288624730375965
84287,-18.288624730375965
84288,-18.288624730375965
84289,-18.288624730375965
84290,-18.288624730375965
84291,-18.288624730375965
84292,-18.288624730375965
84293,-18.288624730375965
84294,-18.288624730375965
84295,-18.288624730375965
84296,-18.288624730375965
84297,-18.288624730375965
84298,-18.288624730375965
84299,-18.288624730375965
84300,-18.288624730375965
84301,-18.288624730375965
84302,-18.288624730375965
84303,-18.288624730375965
84304,-18.288624730375965
84305,-18.288624730375965
84306,-18.288624730375965
84307,-18.288624730375965
84308,-18.288624730375965
84309,-18.288624730375965
84310,-18.288624730375965
84311,-18.288624730375965
84312,-18.288624730375965
84313,-18.288624730375965
84314,-18.288624730375965
84315,-18.288624730375965
84316,-18.288624730375965
84317,-18.288624730375965
84318,-18.288624730375965
84319,-18.288624730375965
84320,-18.288624730375965
84321,-18.288624730375965
84322,-18.288624730375965
84323,-18.288624730375965
84324,-18.288624730375965
84325,-18.288624730375965
84326,-18.288624730375965
84327,-18.288624730375965
84328,-18.288624730375965
84329,-18.288624730375965
84330,-18.288624730375965
84331,-18.288624730375965
84332,-18.288624730375965
84333,-18.288624730375965
84334,-18.288624730375965
84335,-18.288624730375965
84336,-18.288624730375965
84337,-18.288624730375965
84338,-18.288624730375965
84339,-18.288624730375965
84340,-18.288624730375965
84341,-18.288624730375965
84342,-18.288624730375965
84343,-18.288624730375965
84344,-18.288624730375965
84345,-18.288624730375965
84346,-18.288624730375965
84347,-18.288624730375965
84348,-18.288624730375965
84349,-18.288624730375965
84350,-18.288624730375965
84351,-18.288624730375965
84352,-18.288624730375965
84353,-18.288624730375965
84354,-18.288624730375965
84355,-18.288624730375965
84356,-18.288624730375965
84357,-18.288624730375965
84358,-18.288624730375965
84359,-18.288624730375965
84360,-18.288624730375965
84361,-18.288624730375965
84362,-18.288624730375965
84363,-18.288624730375965
84364,-18.288624730375965
84365,-18.288624730375965
84366,-18.288624730375965
84367,-18.288624730375965
84368,-18.288624730375965
84369,-18.288624730375965
84370,-18.288624730375965
84371,-18.288624730375965
84372,-18.288624730375965
84373,-18.288624730375965
84374,-18.288624730375965
84375,-18.288624730375965
84376,-18.288624730375965
84377,-18.288624730375965
84378,-18.288624730375965
84379,-18.288624730375965
84380,-18.288624730375965
84381,-18.288624730375965
84382,-18.288624730375965
84383,-18.288624730375965
84384,-18.288624730375965
84385,-18.288624730375965
84386,-18.288624730375965
84387,-18.288624730375965
84388,-18.288624730375965
84389,-18.288624730375965
84390,-18.288624730375965
84391,-18.288624730375965
84392,-18.288624730375965
84393,-18.288624730375965
84394,-18.288624730375965
84395,-18.288624730375965
84396,-18.288624730375965
84397,-18.288624730375965
84398,-18.288624730375965
84399,-18.288624730375965
84400,-18.288624730375965
84401,-18.288624730375965
84402,-18.288624730375965
84403,-18.288624730375965
84404,-18.288624730375965
84405,-18.288624730375965
84406,-18.288624730375965
84407,-18.288624730375965
84408,-18.288624730375965
84409,-18.288624730375965
84410,-18.288624730375965
84411,-18.288624730375965
84412,-18.288624730375965
84413,-18.288624730375965
84414,-18.288624730375965
84415,-18.288624730375965
84416,-18.288624730375965
84417,-18.288624730375965
84418,-18.288624730375965
84419,-18.288624730375965
84420,-18.288624730375965
84421,-18.288624730375965
84422,-18.288624730375965
84423,-18.288624730375965
84424,-18.288624730375965
84425,-18.288624730375965
84426,-18.288624730375965
84427,-18.288624730375965
84428,-18.288624730375965
84429,-18.288624730375965
84430,-18.288624730375965
84431,-18.288624730375965
84432,-18.288624730375965
84433,-18.288624730375965
84434,-18.288624730375965
84435,-18.288624730375965
84436,-18.288624730375965
84437,-18.288624730375965
84438,-18.288624730375965
84439,-18.288624730375965
84440,-18.288624730375965
84441,-18.288624730375965
84442,-18.288624730375965
84443,-18.288624730375965
84444,-18.288624730375965
84445,-18.288624730375965
84446,-18.288624730375965
84447,-18.288624730375965
84448,-18.288624730375965
84449,-18.288624730375965
84450,-18.288624730375965
84451,-18.288624730375965
84452,-18.288624730375965
84453,-18.288624730375965
84454,-18.288624730375965
84455,-18.288624730375965
84456,-18.288624730375965
84457,-18.288624730375965
84458,-18.288624730375965
84459,-18.288624730375965
84460,-18.288624730375965
84461,-18.288624730375965
84462,-18.288624730375965
84463,-18.288624730375965
84464,-18.288624730375965
84465,-18.288624730375965
84466,-18.288624730375965
84467,-18.288624730375965
84468,-18.288624730375965
84469,-18.288624730375965
84470,-18.288624730375965
84471,-18.288624730375965
84472,-18.288624730375965
84473,-18.288624730375965
84474,-18.288624730375965
84475,-18.288624730375965
84476,-18.288624730375965
84477,-18.288624730375965
84478,-18.288624730375965
84479,-18.288624730375965
84480,-18.288624730375965
84481,-18.288624730375965
84482,-18.288624730375965
84483,-18.288624730375965
84484,-18.288624730375965
84485,-18.288624730375965
84486,-18.288624730375965
84487,-18.288624730375965
84488,-18.288624730375965
84489,-18.288624730375965
84490,-18.288624730375965
84491,-18.288624730375965
84492,-18.288624730375965
84493,-18.288624730375965
84494,-18.288624730375965
84495,-18.288624730375965
84496,-18.288624730375965
84497,-18.288624730375965
84498,-18.288624730375965
84499,-18.288624730375965
84500,-18.288624730375965
84501,-18.288624730375965
84502,-18.288624730375965
84503,-18.288624730375965
84504,-18.288624730375965
84505,-18.288624730375965
84506,-18.288624730375965
84507,-18.288624730375965
84508,-18.288624730375965
84509,-18.288624730375965
84510,-18.288624730375965
84511,-18.288624730375965
84512,-18.288624730375965
84513,-18.288624730375965
84514,-18.288624730375965
84515,-18.288624730375965
84516,-18.288624730375965
84517,-18.288624730375965
84518,-18.288624730375965
84519,-18.288624730375965
84520,-18.288624730375965
84521,-18.288624730375965
84522,-18.288624730375965
84523,-18.288624730375965
84524,-18.288624730375965
84525,-18.288624730375965
84526,-18.288624730375965
84527,-18.288624730375965
84528,-18.288624730375965
84529,-18.288624730375965
84530,-18.288624730375965
84531,-18.288624730375965
84532,-18.288624730375965
84533,-18.288624730375965
84534,-18.288624730375965
84535,-18.288624730375965
84536,-18.288624730375965
84537,-18.288624730375965
84538,-18.288624730375965
84539,-18.288624730375965
84540,-18.288624730375965
84541,-18.288624730375965
84542,-18.288624730375965
84543,-18.288624730375965
84544,-18.288624730375965
84545,-18.288624730375965
84546,-18.288624730375965
84547,-18.288624730375965
84548,-18.288624730375965
84549,-18.288624730375965
84550,-18.288624730375965
84551,-18.288624730375965
84552,-18.288624730375965
84553,-18.288624730375965
84554,-18.288624730375965
84555,-18.288624730375965
84556,-18.288624730375965
84557,-18.288624730375965
84558,-18.288624730375965
84559,-18.288624730375965
84560,-18.288624730375965
84561,-18.288624730375965
84562,-18.288624730375965
84563,-18.288624730375965
84564,-18.288624730375965
84565,-18.288624730375965
84566,-18.288624730375965
84567,-18.288624730375965
84568,-18.288624730375965
84569,-18.288624730375965
84570,-18.288624730375965
84571,-18.288624730375965
84572,-18.288624730375965
84573,-18.288624730375965
84574,-18.288624730375965
84575,-18.288624730375965
84576,-18.288624730375965
84577,-18.288624730375965
84578,-18.288624730375965
84579,-18.288624730375965
84580,-18.288624730375965
84581,-18.288624730375965
84582,-18.288624730375965
84583,-18.288624730375965
84584,-18.288624730375965
84585,-18.288624730375965
84586,-18.288624730375965
84587,-18.288624730375965
84588,-18.288624730375965
84589,-18.288624730375965
84590,-18.288624730375965
84591,-18.288624730375965
84592,-18.288624730375965
84593,-18.288624730375965
84594,-18.288624730375965
84595,-18.288624730375965
84596,-18.288624730375965
84597,-18.288624730375965
84598,-18.288624730375965
84599,-18.288624730375965
84600,-18.288624730375965
84601,-18.288624730375965
84602,-18.288624730375965
84603,-18.288624730375965
84604,-18.288624730375965
84605,-18.288624730375965
84606,-18.288624730375965
84607,-18.288624730375965
84608,-18.288624730375965
84609,-18.288624730375965
84610,-18.288624730375965
84611,-18.288624730375965
84612,-18.288624730375965
84613,-18.288624730375965
84614,-18.288624730375965
84615,-18.288624730375965
84616,-18.288624730375965
84617,-18.288624730375965
84618,-18.288624730375965
84619,-18.288624730375965
84620,-18.288624730375965
84621,-18.288624730375965
84622,-18.288624730375965
84623,-18.288624730375965
84624,-18.288624730375965
84625,-18.288624730375965
84626,-18.288624730375965
84627,-18.288624730375965
84628,-18.288624730375965
84629,-18.288624730375965
84630,-18.288624730375965
84631,-18.288624730375965
84632,-18.288624730375965
84633,-18.288624730375965
84634,-18.288624730375965
84635,-18.288624730375965
84636,-18.288624730375965
84637,-18.288624730375965
84638,-18.288624730375965
84639,-18.288624730375965
84640,-18.288624730375965
84641,-18.288624730375965
84642,-18.288624730375965
84643,-18.288624730375965
84644,-18.288624730375965
84645,-18.288624730375965
84646,-18.288624730375965
84647,-18.288624730375965
84648,-18.288624730375965
84649,-18.288624730375965
84650,-18.288624730375965
84651,-18.288624730375965
84652,-18.288624730375965
84653,-18.288624730375965
84654,-18.288624730375965
84655,-18.288624730375965
84656,-18.288624730375965
84657,-18.288624730375965
84658,-18.288624730375965
84659,-18.288624730375965
84660,-18.288624730375965
84661,-18.288624730375965
84662,-18.288624730375965
84663,-18.288624730375965
84664,-18.288624730375965
84665,-18.288624730375965
84666,-18.288624730375965
84667,-18.288624730375965
84668,-18.288624730375965
84669,-18.288624730375965
84670,-18.288624730375965
84671,-18.288624730375965
84672,-18.288624730375965
84673,-18.288624730375965
84674,-18.288624730375965
84675,-18.288624730375965
84676,-18.288624730375965
84677,-18.288624730375965
84678,-18.288624730375965
84679,-18.288624730375965
84680,-18.288624730375965
84681,-18.288624730375965
84682,-18.288624730375965
84683,-18.288624730375965
84684,-18.288624730375965
84685,-18.288624730375965
84686,-18.288624730375965
84687,-18.288624730375965
84688,-18.288624730375965
84689,-18.288624730375965
84690,-18.288624730375965
84691,-18.288624730375965
84692,-18.288624730375965
84693,-18.288624730375965
84694,-18.288624730375965
84695,-18.288624730375965
84696,-18.288624730375965
84697,-18.288624730375965
84698,-18.288624730375965
84699,-18.288624730375965
84700,-18.288624730375965
84701,-18.288624730375965
84702,-18.288624730375965
84703,-18.288624730375965
84704,-18.288624730375965
84705,-18.288624730375965
84706,-18.288624730375965
84707,-18.288624730375965
84708,-18.288624730375965
84709,-18.288624730375965
84710,-18.288624730375965
84711,-18.288624730375965
84712,-18.288624730375965
84713,-18.288624730375965
84714,-18.288624730375965
84715,-18.288624730375965
84716,-18.288624730375965
84717,-18.288624730375965
84718,-18.288624730375965
84719,-18.288624730375965
84720,-18.288624730375965
84721,-18.288624730375965
84722,-18.288624730375965
84723,-18.288624730375965
84724,-18.288624730375965
84725,-18.288624730375965
84726,-18.288624730375965
84727,-18.288624730375965
84728,-18.288624730375965
84729,-18.288624730375965
84730,-18.288624730375965
84731,-18.288624730375965
84732,-18.288624730375965
84733,-18.288624730375965
84734,-18.288624730375965
84735,-18.288624730375965
84736,-18.288624730375965
84737,-18.288624730375965
84738,-18.288624730375965
84739,-18.288624730375965
84740,-18.288624730375965
84741,-18.288624730375965
84742,-18.288624730375965
84743,-18.288624730375965
84744,-18.288624730375965
84745,-18.288624730375965
84746,-18.288624730375965
84747,-18.288624730375965
84748,-18.288624730375965
84749,-18.288624730375965
84750,-18.288624730375965
84751,-18.288624730375965
84752,-18.288624730375965
84753,-18.288624730375965
84754,-18.288624730375965
84755,-18.288624730375965
84756,-18.288624730375965
84757,-18.288624730375965
84758,-18.288624730375965
84759,-18.288624730375965
84760,-18.288624730375965
84761,-18.288624730375965
84762,-18.288624730375965
84763,-18.288624730375965
84764,-18.288624730375965
84765,-18.288624730375965
84766,-18.288624730375965
84767,-18.288624730375965
84768,-18.288624730375965
84769,-18.288624730375965
84770,-18.288624730375965
84771,-18.288624730375965
84772,-18.288624730375965
84773,-18.288624730375965
84774,-18.288624730375965
84775,-18.288624730375965
84776,-18.288624730375965
84777,-18.288624730375965
84778,-18.288624730375965
84779,-18.288624730375965
84780,-18.288624730375965
84781,-18.288624730375965
84782,-18.288624730375965
84783,-18.288624730375965
84784,-18.288624730375965
84785,-18.288624730375965
84786,-18.288624730375965
84787,-18.288624730375965
84788,-18.288624730375965
84789,-18.288624730375965
84790,-18.288624730375965
84791,-18.288624730375965
84792,-18.288624730375965
84793,-18.288624730375965
84794,-18.288624730375965
84795,-18.288624730375965
84796,-18.288624730375965
84797,-18.288624730375965
84798,-18.288624730375965
84799,-18.288624730375965
84800,-18.288624730375965
84801,-18.288624730375965
84802,-18.288624730375965
84803,-18.288624730375965
84804,-18.288624730375965
84805,-18.288624730375965
84806,-18.288624730375965
84807,-18.288624730375965
84808,-18.288624730375965
84809,-18.288624730375965
84810,-18.288624730375965
84811,-18.288624730375965
84812,-18.288624730375965
84813,-18.288624730375965
84814,-18.288624730375965
84815,-18.288624730375965
84816,-18.288624730375965
84817,-18.288624730375965
84818,-18.288624730375965
84819,-18.288624730375965
84820,-18.288624730375965
84821,-18.288624730375965
84822,-18.288624730375965
84823,-18.288624730375965
84824,-18.288624730375965
84825,-18.288624730375965
84826,-18.288624730375965
84827,-18.288624730375965
84828,-18.288624730375965
84829,-18.288624730375965
84830,-18.288624730375965
84831,-18.288624730375965
84832,-18.288624730375965
84833,-18.288624730375965
84834,-18.288624730375965
84835,-18.288624730375965
84836,-18.288624730375965
84837,-18.288624730375965
84838,-18.288624730375965
84839,-18.288624730375965
84840,-18.288624730375965
84841,-18.288624730375965
84842,-18.288624730375965
84843,-18.288624730375965
84844,-18.288624730375965
84845,-18.288624730375965
84846,-18.288624730375965
84847,-18.288624730375965
84848,-18.288624730375965
84849,-18.288624730375965
84850,-18.288624730375965
84851,-18.288624730375965
84852,-18.288624730375965
84853,-18.288624730375965
84854,-18.288624730375965
84855,-18.288624730375965
84856,-18.288624730375965
84857,-18.288624730375965
84858,-18.288624730375965
84859,-18.288624730375965
84860,-18.288624730375965
84861,-18.288624730375965
84862,-18.288624730375965
84863,-18.288624730375965
84864,-18.288624730375965
84865,-18.288624730375965
84866,-18.288624730375965
84867,-18.288624730375965
84868,-18.288624730375965
84869,-18.288624730375965
84870,-18.288624730375965
84871,-18.288624730375965
84872,-18.288624730375965
84873,-18.288624730375965
84874,-18.288624730375965
84875,-18.288624730375965
84876,-18.288624730375965
84877,-18.288624730375965
84878,-18.288624730375965
84879,-18.288624730375965
84880,-18.288624730375965
84881,-18.288624730375965
84882,-18.288624730375965
84883,-18.288624730375965
84884,-18.288624730375965
84885,-18.288624730375965
84886,-18.288624730375965
84887,-18.288624730375965
84888,-18.288624730375965
84889,-18.288624730375965
84890,-18.288624730375965
84891,-18.288624730375965
84892,-18.288624730375965
84893,-18.288624730375965
84894,-18.288624730375965
84895,-18.288624730375965
84896,-18.288624730375965
84897,-18.288624730375965
84898,-18.288624730375965
84899,-18.288624730375965
84900,-18.288624730375965
84901,-18.288624730375965
84902,-18.288624730375965
84903,-18.288624730375965
84904,-18.288624730375965
84905,-18.288624730375965
84906,-18.288624730375965
84907,-18.288624730375965
84908,-18.288624730375965
84909,-18.288624730375965
84910,-18.288624730375965
84911,-18.288624730375965
84912,-18.288624730375965
84913,-18.288624730375965
84914,-18.288624730375965
84915,-18.288624730375965
84916,-18.288624730375965
84917,-18.288624730375965
84918,-18.288624730375965
84919,-18.288624730375965
84920,-18.288624730375965
84921,-18.288624730375965
84922,-18.288624730375965
84923,-18.288624730375965
84924,-18.288624730375965
84925,-18.288624730375965
84926,-18.288624730375965
84927,-18.288624730375965
84928,-18.288624730375965
84929,-18.288624730375965
84930,-18.288624730375965
84931,-18.288624730375965
84932,-18.288624730375965
84933,-18.288624730375965
84934,-18.288624730375965
84935,-18.288624730375965
84936,-18.288624730375965
84937,-18.288624730375965
84938,-18.288624730375965
84939,-18.288624730375965
84940,-18.288624730375965
84941,-18.288624730375965
84942,-18.288624730375965
84943,-18.288624730375965
84944,-18.288624730375965
84945,-18.288624730375965
84946,-18.288624730375965
84947,-18.288624730375965
84948,-18.288624730375965
84949,-18.288624730375965
84950,-18.288624730375965
84951,-18.288624730375965
84952,-18.288624730375965
84953,-18.288624730375965
84954,-18.288624730375965
84955,-18.288624730375965
84956,-18.288624730375965
84957,-18.288624730375965
84958,-18.288624730375965
84959,-18.288624730375965
84960,-18.288624730375965
84961,-18.288624730375965
84962,-18.288624730375965
84963,-18.288624730375965
84964,-18.288624730375965
