deviceId,sensorTime,vibration mm/s
"WVMS_CC50E30D9DFA02","15-09-2023 06:43","9.1"
"WVMS_CC50E30D9DFA02","15-09-2023 06:48","9.5"
"WVMS_CC50E30D9DFA02","15-09-2023 06:53","10.3"
"WVMS_CC50E30D9DFA02","15-09-2023 06:58","10.0"
"WVMS_CC50E30D9DFA02","15-09-2023 07:03","10.4"
"WVMS_CC50E30D9DFA02","15-09-2023 07:08","11.0"
"WVMS_CC50E30D9DFA02","15-09-2023 07:13","10.4"
"WVMS_CC50E30D9DFA02","15-09-2023 07:18","10.3"
"WVMS_CC50E30D9DFA02","15-09-2023 07:23","10.4"
"WVMS_CC50E30D9DFA02","15-09-2023 07:28","10.3"
"WVMS_CC50E30D9DFA02","15-09-2023 07:33","10.4"
"WVMS_CC50E30D9DFA02","15-09-2023 07:38","10.4"
"WVMS_CC50E30D9DFA02","15-09-2023 07:43","10.3"
"WVMS_CC50E30D9DFA02","15-09-2023 07:48","10.3"
"WVMS_CC50E30D9DFA02","15-09-2023 07:53","10.4"
"WVMS_CC50E30D9DFA02","15-09-2023 07:58","10.3"
"WVMS_CC50E30D9DFA02","15-09-2023 08:03","10.3"
"WVMS_CC50E30D9DFA02","15-09-2023 08:08","9.9"
"WVMS_CC50E30D9DFA02","15-09-2023 08:13","10.3"
"WVMS_CC50E30D9DFA02","15-09-2023 08:18","10.3"
"WVMS_CC50E30D9DFA02","15-09-2023 08:23","10.8"
"WVMS_CC50E30D9DFA02","15-09-2023 08:28","10.7"
"WVMS_CC50E30D9DFA02","15-09-2023 08:33","10.2"
"WVMS_CC50E30D9DFA02","15-09-2023 08:38","10.6"
"WVMS_CC50E30D9DFA02","15-09-2023 08:43","11.2"
"WVMS_CC50E30D9DFA02","15-09-2023 08:48","10.5"
"WVMS_CC50E30D9DFA02","15-09-2023 08:53","10.1"
"WVMS_CC50E30D9DFA02","15-09-2023 08:58","10.0"
"WVMS_CC50E30D9DFA02","15-09-2023 09:03","10.2"
"WVMS_CC50E30D9DFA02","15-09-2023 09:09","9.8"
"WVMS_CC50E30D9DFA02","15-09-2023 09:14","10.5"
"WVMS_CC50E30D9DFA02","15-09-2023 09:19","10.3"
"WVMS_CC50E30D9DFA02","15-09-2023 09:24","10.4"
"WVMS_CC50E30D9DFA02","15-09-2023 09:29","10.4"
"WVMS_CC50E30D9DFA02","15-09-2023 09:34","10.2"
"WVMS_CC50E30D9DFA02","15-09-2023 09:39","11.1"
"WVMS_CC50E30D9DFA02","15-09-2023 09:44","10.1"
"WVMS_CC50E30D9DFA02","15-09-2023 09:49","10.0"
"WVMS_CC50E30D9DFA02","15-09-2023 09:54","10.2"
"WVMS_CC50E30D9DFA02","15-09-2023 09:59","10.2"
"WVMS_CC50E30D9DFA02","15-09-2023 10:04","10.2"
"WVMS_CC50E30D9DFA02","15-09-2023 10:09","10.2"
"WVMS_CC50E30D9DFA02","15-09-2023 10:14","11.3"
"WVMS_CC50E30D9DFA02","15-09-2023 10:19","10.1"
"WVMS_CC50E30D9DFA02","15-09-2023 10:24","10.3"
"WVMS_CC50E30D9DFA02","15-09-2023 10:29","10.1"
"WVMS_CC50E30D9DFA02","15-09-2023 10:34","10.5"
"WVMS_CC50E30D9DFA02","15-09-2023 10:39","10.4"
"WVMS_CC50E30D9DFA02","15-09-2023 10:44","10.5"
